ENST00000330271 Q5JWF8
ENST00000309731 Q8IUY3
ENST00000256538 Q7L8W6
ENST00000333775 Q9BRA0
ENST00000311485 P55895
ENST00000299440 P15918
ENST00000254488 P48066
ENST00000251038 Q6PJT7
ENST00000309451 Q6P582
ENST00000223273 Q9NRH1
ENST00000321253 P0DPH8
ENST00000335021 Q8IZN7
ENST00000232892 P22760
ENST00000334773 Q8NG35
ENST00000287020 Q6KF10
ENST00000255192 Q9H2M3
ENST00000328333 Q02388
ENST00000281441 Q96B21
ENST00000243167 O00519
ENST00000296326 Q8WVZ1
ENST00000324607 Q6ZNC8
ENST00000229795 Q16539
ENST00000303383 Q8NEM2
ENST00000235332 Q5JXC2
ENST00000301180 Q9P265
ENST00000242505 Q96BN6
ENST00000281321 Q12837
ENST00000310454 P43304
ENST00000263674 Q96PE2
ENST00000278937 O60487
ENST00000282908 Q9NY57
ENST00000279249 O14613
ENST00000258646 Q8NDN9
ENST00000215882 P53007
ENST00000251089 Q9UNK9
ENST00000261304 P54803
ENST00000314103 Q13112
ENST00000282026 Q969Q4
ENST00000305632 Q9Y4P3
ENST00000242827 Q9BY08
ENST00000295025 Q04864
ENST00000307518 Q9GZV1
ENST00000266088 P13866
ENST00000274024 P12104
ENST00000251588 Q9H6Q4
ENST00000234831 Q9BXS4
ENST00000011684 Q3KR16
ENST00000309602 Q6PJG9
ENST00000299626 Q9BVK2
ENST00000334889 Q9Y2V3
ENST00000246081 Q9NRC9
ENST00000155926 Q92519
ENST00000296589 Q9UMX9
ENST00000295886 P78426
ENST00000325207 Q9NPQ8
ENST00000253079 Q6P9F0
ENST00000262545 P16519
ENST00000325318 Q8WW35
ENST00000310715 Q5T0N1
ENST00000296327 Q86UW1
ENST00000331428 Q5GH77
ENST00000262053 P18846
ENST00000220429 Q06547
ENST00000306917 Q9UK73
ENST00000279068 Q9BX40
ENST00000287814 Q99727
ENST00000281456 P12235
ENST00000288532 Q5HYK3
ENST00000261667 O00505
ENST00000270815 Q8TAB5
ENST00000161006 Q9GZN4
ENST00000268711 Q9NWA0
ENST00000299721 Q7Z7G2
ENST00000331243 Q96KN4
ENST00000278855 Q86WS3
ENST00000261658 Q9NZS9
ENST00000225688 Q9Y272
ENST00000335524 Q53SZ7
ENST00000302362 Q9NQ92
ENST00000276373 P54219
ENST00000255389 Q9UBM1
ENST00000216214 Q9NWS6
ENST00000306306 Q9H6H4
ENST00000326674 Q8WUK0
ENST00000263713 Q9HCM4
ENST00000298097 Q7Z6M2
ENST00000328559 Q9P2M1
ENST00000309683 Q8NEM1
ENST00000064780 Q969Z4
ENST00000329956 Q1X8D7
ENST00000330255 A6NNS2
ENST00000002829 Q13275
ENST00000277526 Q8WX39
ENST00000218056 Q9H1Z4
ENST00000259870 Q6UXA7
ENST00000282003 Q5W0B1
ENST00000261708 Q9NYH9
ENST00000259845 Q9UIG4
ENST00000306721 Q9BWT1
ENST00000241502 Q96QD9
ENST00000301908 Q13519
ENST00000259881 Q9UIG5
ENST00000327228 Q12798
ENST00000256797 Q76MJ5
ENST00000301061 O00744
ENST00000259056 Q7Z7M9
ENST00000216034 Q9NS69
ENST00000265686 Q13488
ENST00000332582 Q9NS66
ENST00000296343 Q92622
ENST00000308375 Q9Y5P6
ENST00000296003 Q8NCE2
ENST00000317868 Q96DT6
ENST00000288235 Q12965
ENST00000328041 Q9HC58
ENST00000290691 Q8IZJ4
ENST00000269445 Q7RTS9
ENST00000239032 P49683
ENST00000222718 O43364
ENST00000334553 Q07866
ENST00000288207 O95067
ENST00000323981 Q9H5J8
ENST00000293549 P04628
ENST00000261200 O60706
ENST00000216039 Q15040
ENST00000302495 P83105
ENST00000288228 Q8TBF8
ENST00000278865 Q96HJ5
ENST00000332249 Q8NGH7
ENST00000064778 Q92567
ENST00000266022 P78332
ENST00000307144 Q9BYZ2
ENST00000331437 Q9BXQ6
ENST00000317749 Q6PGQ1
ENST00000304478 Q9HC36
ENST00000294484 Q9P2K9
ENST00000330676 A6NGC4
ENST00000316299 P54619
ENST00000316650 Q8NGH5
ENST00000316529 Q8NH76
ENST00000306006 Q16600
ENST00000308062 A6NGY1
ENST00000325212 Q9C0D2
ENST00000309447 Q9ULI1
ENST00000311856 Q9Y226
ENST00000311352 Q6IF63
ENST00000327582 Q9BYC2
ENST00000316375 Q8N5U0
ENST00000314117 Q8IUW5
ENST00000276185 Q5JV73
ENST00000334384 A6NJG6
ENST00000328046 Q96M94
ENST00000010299 Q8TAV0
ENST00000324198 P35626
ENST00000318561 P11686
ENST00000306730 Q9NQS1
ENST00000274695 Q5VV42
ENST00000320431 Q86WK7
ENST00000296096 Q7RTU1
ENST00000309880 Q6B0B8
ENST00000327419 Q6NUJ2
ENST00000248983 O75678
ENST00000298231 O14813
ENST00000264263 Q96RP9
ENST00000306317 Q8N145
ENST00000318238 Q8IVG5
ENST00000215742 Q9BT49
ENST00000204566 Q9NZD8
ENST00000278829 Q9Y5Q0
ENST00000216068 O96015
ENST00000223364 Q01449
ENST00000295030 Q92968
ENST00000216044 O00178
ENST00000272425 Q9UHE5
ENST00000315792 Q9NR00
ENST00000328278 A6NHZ5
ENST00000296824 Q96BQ5
ENST00000244745 Q06945
ENST00000334726 Q8NGS4
ENST00000269518 Q13794
ENST00000293829 Q92914
ENST00000277216 Q8NGS5
ENST00000335040 Q8NGS7
ENST00000246186 Q9Y5R2
ENST00000316418 A9YTQ3
ENST00000335251 Q9ULD6
ENST00000259362 Q8NGT0
ENST00000334082 Q86YM7
ENST00000324300 P25101
ENST00000266086 Q9NY91
ENST00000333870 Q0P670
ENST00000281513 A2RRP1
ENST00000282041 Q9HCE0
ENST00000323206 Q8N9M5
ENST00000315184 Q96KD3
ENST00000306071 P11230
ENST00000229329 Q8NFW8
ENST00000324989 Q14194
ENST00000257694 Q9NP80
ENST00000249007 O75679
ENST00000316407 Q68DE3
ENST00000318763 Q8NGV5
ENST00000295171 Q96AQ1
ENST00000308963 A6NJI1
ENST00000323675 Q8N4L4
ENST00000314583 P14317
ENST00000281141 O75794
ENST00000264932 P31040
ENST00000320901 O95013
ENST00000262441 O95838
ENST00000320552 Q8TC21
ENST00000298681 Q9NP94
ENST00000264956 P57679
ENST00000296582 Q9NVA4
ENST00000307886 P56202
ENST00000330688 P10826
ENST00000323703 Q8N8E2
ENST00000307450 Q8NDC4
ENST00000261861 Q9UQ03
ENST00000246069 P60981
ENST00000325509 O60682
ENST00000330387 Q70SY1
ENST00000276282 Q9Y4C4
ENST00000318121 Q9HAW4
ENST00000326857 Q96PD2
ENST00000333634 P55822
ENST00000293756 Q96PC2
ENST00000282869 Q03924
ENST00000325192 Q4W4Y0
ENST00000306011 Q92858
ENST00000276390 P21281
ENST00000290399 Q14190
ENST00000326152 P80365
ENST00000298428 Q9H9S3
ENST00000298282 Q96KN3
ENST00000330181 Q9BQ83
ENST00000310574 Q9Y289
ENST00000310677 Q8NFM4
ENST00000284694 Q96M02
ENST00000249389 P03999
ENST00000335238 Q96R67
ENST00000331758 O75177
ENST00000308831 O00212
ENST00000308982 Q9H845
ENST00000220058 Q96DP5
ENST00000305544 P55268
ENST00000006777 Q6NTF9
ENST00000297405 Q7Z407
ENST00000297737 Q9H898
ENST00000301305 Q6P5W5
ENST00000296387 Q8N6F1
ENST00000237696 P49788
ENST00000310981 Q587I9
ENST00000266068 Q9UKD1
ENST00000264463 Q9Y6N8
ENST00000272542 Q8WUM9
ENST00000265978 Q8N612
ENST00000273398 P38606
ENST00000181796 Q9H098
ENST00000319374 Q8N966
ENST00000298351 Q9P1W3
ENST00000293760 Q8NC56
ENST00000324803 Q8N1N5
ENST00000267406 Q6UW01
ENST00000333188 P35606
ENST00000228837 P10767
ENST00000222644 Q9NZW5
ENST00000275358 Q8N2E2
ENST00000281154 Q9H0C2
ENST00000334287 Q86UW2
ENST00000323662 A6NE52
ENST00000296529 Q7Z5S9
ENST00000222728 P31267
ENST00000007969 Q53EV4
ENST00000329447 Q6ZRT6
ENST00000272797 Q8NBE8
ENST00000328188 A6NHA9
ENST00000330862 A2RUT3
ENST00000297354 Q8IVN8
ENST00000222726 P20719
ENST00000242159 P31268
ENST00000327158 Q9Y584
ENST00000255006 Q8WYP3
ENST00000295228 P09529
ENST00000308132 Q6NSI3
ENST00000334310 P28347
ENST00000319760 Q8NH83
ENST00000228463 Q14242
ENST00000260229 Q9H306
ENST00000321895 Q8IV32
ENST00000220562 O43909
ENST00000265801 Q9Y250
ENST00000332780 Q8IXV7
ENST00000170150 Q8N4F0
ENST00000256544 Q9H079
ENST00000264230 Q8NC60
ENST00000310015 Q02447
ENST00000264001 Q9UBR5
ENST00000316891 Q9H3H1
ENST00000328747 Q03936
ENST00000327423 Q5THK1
ENST00000308941 Q5SRE7
ENST00000252934 Q9UBB4
ENST00000294053 Q9H078
ENST00000331569 Q9H7S9
ENST00000164024 Q9NYQ7
ENST00000327492 Q14106
ENST00000306984 Q8TAP9
ENST00000220772 Q8N474
ENST00000285605 Q9BSK0
ENST00000332857 Q5VVP1
ENST00000245105 Q8TE82
ENST00000327741 Q14533
ENST00000262244 Q86TA1
ENST00000310791 Q6BDI9
ENST00000276943 Q9P0W0
ENST00000278888 Q01362
ENST00000267750 Q5J8M3
ENST00000327581 Q86YG4
ENST00000302450 Q8IYA6
ENST00000258214 Q96A19
ENST00000334982 P61599
ENST00000324941 Q86XT2
ENST00000222812 Q16623
ENST00000307529 A8MT70
ENST00000304916 Q96KN1
ENST00000310673 Q6UW49
ENST00000328914 P85037
ENST00000328085 Q9UND3
ENST00000323534 P61225
ENST00000296449 Q8IYA8
ENST00000248948 Q9UKI3
ENST00000267549 Q8IYL9
ENST00000275820 Q5C9Z4
ENST00000278919 Q99689
ENST00000312942 Q8N5I3
ENST00000314163 P0CG08
ENST00000236040 Q32P28
ENST00000039989 Q96AE7
ENST00000265922 O60477
ENST00000329553 P57055
ENST00000215743 P24347
ENST00000277540 Q9BTV6
ENST00000264689 Q9NUQ7
ENST00000226432 Q9H720
ENST00000252971 P50219
ENST00000239830 Q9BR77
ENST00000261745 Q14CX7
ENST00000324348 A6NIN4
ENST00000246043 Q9P2E9
ENST00000314721 Q8NH70
ENST00000314706 Q8NGL6
ENST00000233838 P38435
ENST00000314259 Q8NH72
ENST00000260323 Q8NB66
ENST00000243349 Q8NER5
ENST00000335174 Q7Z713
ENST00000268281 Q5K4E3
ENST00000266066 Q5T4F7
ENST00000308100 Q969H9
ENST00000220669 Q8TCF1
ENST00000329962 Q76KP1
ENST00000283921 P31260
ENST00000254442 Q9Y4E6
ENST00000315915 Q8NGD3
ENST00000256592 P01222
ENST00000304271 Q96F05
ENST00000308268 Q8TAA3
ENST00000158771 Q9GZP9
ENST00000246891 P47710
ENST00000321660 Q96KN9
ENST00000006015 P31270
ENST00000303790 O43448
ENST00000283547 Q8N6K0
ENST00000275461 Q96RJ6
ENST00000222567 Q3B726
ENST00000305051 Q8NH41
ENST00000285697 Q6PH81
ENST00000331563 Q9Y446
ENST00000315683 Q8NH43
ENST00000253362 Q96DR5
ENST00000261250 Q9NQ89
ENST00000231021 Q9ULB4
ENST00000219343 Q92536
ENST00000245957 Q8NHU2
ENST00000311403 Q9P1Z0
ENST00000282058 Q96CS2
ENST00000272647 Q6DCA0
ENST00000262717 Q9HBT6
ENST00000330949 O00570
ENST00000281038 Q96I59
ENST00000281722 Q8TBY0
ENST00000268459 Q969G9
ENST00000263997 Q96CW6
ENST00000247930 Q9ULD5
ENST00000294304 O75197
ENST00000312828 Q8N8N0
ENST00000330943 Q7Z614
ENST00000293604 Q5SQH8
ENST00000297788 Q96JN2
ENST00000315519 Q8NGC7
ENST00000333976 Q8NGL1
ENST00000283550 Q96KW9
ENST00000302243 Q9NUU7
ENST00000310864 Q15051
ENST00000329410 Q6UWD8
ENST00000306494 Q6T423
ENST00000329321 O43194
ENST00000317702 Q9BUF5
ENST00000303941 Q8NFD2
ENST00000332793 Q63ZE4
ENST00000315409 Q8NGC9
ENST00000298585 Q96E35
ENST00000005284 O60359
ENST00000320185 P55075
ENST00000218548 P54707
ENST00000315660 Q99576
ENST00000304880 Q8NGS0
ENST00000297913 Q15612
ENST00000335302 Q8NGS2
ENST00000324015 P08697
ENST00000259357 Q8NGS3
ENST00000329476 P49146
ENST00000288912 Q8TBY9
ENST00000311277 Q49MG5
ENST00000304820 Q8NH93
ENST00000273541 Q9ULR0
ENST00000321599 Q92551
ENST00000301532 Q13606
ENST00000312541 Q7KYR7
ENST00000302514 Q9BXJ3
ENST00000321429 Q9NRD9
ENST00000263440 Q9Y672
ENST00000280734 Q8N2M4
ENST00000278409 O95221
ENST00000295542 Q5T197
ENST00000302124 Q8N0Y5
ENST00000259466 Q8NGR5
ENST00000313503 Q8N162
ENST00000301466 O75908
ENST00000297574 Q8WXS3
ENST00000303221 Q6PCB8
ENST00000312579 Q15834
ENST00000320238 Q02577
ENST00000298912 Q96JQ2
ENST00000248306 Q8N6Q8
ENST00000264808 Q9NQX1
ENST00000313472 Q8N146
ENST00000287721 P0CW00
ENST00000256151 Q9P031
ENST00000302503 Q9Y6C9
ENST00000204549 Q8N8D1
ENST00000306238 O95968
ENST00000296292 Q96AA3
ENST00000260570 Q9UG01
ENST00000285667 P48723
ENST00000259213 Q9NZH7
ENST00000254286 Q9NZ32
ENST00000332231 O94973
ENST00000264870 P00488
ENST00000293670 P78385
ENST00000290894 Q7M4L6
ENST00000317103 Q9H322
ENST00000333486 P41226
ENST00000244513 Q13410
ENST00000229281 Q99622
ENST00000295878 Q8NCU4
ENST00000323030 Q1HG44
ENST00000320230 Q9H936
ENST00000259467 Q13371
ENST00000334122 Q6PEX7
ENST00000315580 Q66PJ3
ENST00000279178 Q8IVM8
ENST00000267485 Q86TY3
ENST00000267803 Q1HG43
ENST00000244926 O95969
ENST00000277309 Q8NGR3
ENST00000244930 O75556
ENST00000313433 P15927
ENST00000312562 P15407
ENST00000250003 P15172
ENST00000325805 Q8WY36
ENST00000212355 Q03167
ENST00000274849 Q9ULW3
ENST00000324559 Q75V66
ENST00000309668 P55103
ENST00000317089 O60884
ENST00000300184 Q9GZW8
ENST00000261534 Q9UKY4
ENST00000304414 Q15041
ENST00000247194 Q96EM0
ENST00000228922 Q6N063
ENST00000313447 Q8NH50
ENST00000302787 O95202
ENST00000222382 Q9HB55
ENST00000300182 Q96DS6
ENST00000217270 Q8NFJ6
ENST00000284767 Q53GG5
ENST00000312298 Q8NH18
ENST00000313264 Q8NGG2
ENST00000303059 Q8NGG3
ENST00000301732 Q99758
ENST00000240285 Q8IZV5
ENST00000300107 O76031
ENST00000258499 Q9H0E7
ENST00000265107 Q9NW82
ENST00000295666 Q16270
ENST00000251170 O43304
ENST00000260585 Q9C0D9
ENST00000261883 O75339
ENST00000311519 Q8IZF5
ENST00000271636 Q9P2M7
ENST00000312251 Q9UK23
ENST00000283632 Q9H871
ENST00000237455 O00237
ENST00000314235 Q9NPA1
ENST00000198767 Q9NYV6
ENST00000257627 P0CE71
ENST00000334258 Q6ZMZ3
ENST00000260702 Q96JB6
ENST00000266646 P58166
ENST00000305513 Q8IYR2
ENST00000298694 Q8TER5
ENST00000328405 Q96L42
ENST00000264350 Q9UII4
ENST00000334134 P11487
ENST00000265969 P48547
ENST00000271688 Q96G23
ENST00000320567 Q8NAX2
ENST00000253354 Q8TDL5
ENST00000261888 Q8N5Y8
ENST00000265965 Q9UGK8
ENST00000330295 Q96CG8
ENST00000257901 P78386
ENST00000263707 Q9NZI6
ENST00000262374 Q9BT22
ENST00000303746 Q8NCW0
ENST00000300190 Q9H3V2
ENST00000278282 P11684
ENST00000302917 Q9BXU2
ENST00000229583 Q96IZ2
ENST00000257951 Q9NSB2
ENST00000242480 P11161
ENST00000257974 Q9NSB4
ENST00000216099 Q96AK3
ENST00000220763 Q9Y646
ENST00000239347 P01567
ENST00000273968 Q96I23
ENST00000239891 Q9Y673
ENST00000278550 Q6N022
ENST00000297578 Q9H2D1
ENST00000252245 O95678
ENST00000318782 Q8N4S7
ENST00000323061 Q96NT1
ENST00000266383 Q6L9W6
ENST00000332629 Q7Z5U6
ENST00000227349 Q6NUN7
ENST00000311630 P0C2W1
ENST00000283928 Q86VZ6
ENST00000296658 Q96DG6
ENST00000301790 Q96KN8
ENST00000313654 Q16787
ENST00000289166 Q96A09
ENST00000317568 Q9BZ67
ENST00000302946 Q499Z3
ENST00000297512 Q9UHC3
ENST00000249064 Q8IWD4
ENST00000328557 Q86YC3
ENST00000302797 Q96LB2
ENST00000264020 Q9NQC8
ENST00000309822 Q9BRU9
ENST00000016913 Q9NXJ0
ENST00000202677 Q2PPJ7
ENST00000282570 Q96IK5
ENST00000322128 Q86VY4
ENST00000266077 Q9NR83
ENST00000297293 Q8IWU2
ENST00000295824 Q8N7U6
ENST00000329773 Q96LB1
ENST00000263671 Q6WN34
ENST00000245564 Q9BUK6
ENST00000170447 Q9H000
ENST00000259206 P18510
ENST00000164133 Q15173
ENST00000312350 P57789
ENST00000325719 Q8NGK3
ENST00000321196 Q8N394
ENST00000279168 Q96T91
ENST00000325250 Q96M61
ENST00000255174 Q9NX31
ENST00000252252 P04259
ENST00000329620 Q6ICG8
ENST00000295598 P05023
ENST00000285311 Q9UBU2
ENST00000316368 Q8NHA4
ENST00000314567 Q6NVV7
ENST00000301896 Q3KP22
ENST00000284995 Q8NCE0
ENST00000224337 Q8WV28
ENST00000245796 Q8NDX1
ENST00000317620 Q8N271
ENST00000301887 Q8N1L9
ENST00000253255 Q9NTG1
ENST00000263160 Q9P2U8
ENST00000252250 P48668
ENST00000302783 A6NLP5
ENST00000309546 Q9H400
ENST00000299432 Q4VC12
ENST00000300688 O75964
ENST00000260443 Q9UHA3
ENST00000299882 Q9H3S3
ENST00000300589 Q9HC29
ENST00000160373 Q8WZ74
ENST00000302017 Q7Z7K2
ENST00000306149 Q9Y534
ENST00000326495 Q8WYL5
ENST00000308919 Q8TAV3
ENST00000219782 P56270
ENST00000242462 Q9Y4Z2
ENST00000316045 Q6AHZ1
ENST00000306384 O95183
ENST00000245663 Q86UZ6
ENST00000302250 Q8WW52
ENST00000265441 P09544
ENST00000328195 O94903
ENST00000284629 Q8WWH4
ENST00000219150 P31146
ENST00000320330 Q9BTK6
ENST00000298699 Q8NA57
ENST00000298738 Q5W0A0
ENST00000331238 Q86UN2
ENST00000217043 Q9H3Y0
ENST00000276925 P42772
ENST00000262302 Q9Y5Y2
ENST00000323116 Q9Y2G3
ENST00000217428 P49223
ENST00000301327 Q96ES6
ENST00000261893 P83111
ENST00000306368 Q9P0P0
ENST00000255039 Q9GZV7
ENST00000320256 Q53RT3
ENST00000272732 Q0VDG4
ENST00000316937 Q8WVR3
ENST00000243189 Q9BUV0
ENST00000272430 Q9BST9
ENST00000299167 Q93100
ENST00000219069 O14978
ENST00000268595 Q8TAZ6
ENST00000323830 P22792
ENST00000274853 Q6NYC8
ENST00000327987 Q8IVU1
ENST00000288710 Q96MC2
ENST00000312891 Q8NFK1
ENST00000306100 Q8N475
ENST00000320934 Q16549
ENST00000325089 O94991
ENST00000327628 Q9UPV9
ENST00000312614 Q8NH67
ENST00000312295 P59025
ENST00000274766 Q9UBP8
ENST00000334194 Q86W10
ENST00000297581 Q9H295
ENST00000320640 Q8TB96
ENST00000260247 Q9BTE7
ENST00000276654 Q9Y561
ENST00000321437 Q92930
ENST00000269141 P19022
ENST00000252172 Q9UKX3
ENST00000306121 Q9UNH6
ENST00000333050 Q96B77
ENST00000281924 Q8TC26
ENST00000298295 Q9NTK1
ENST00000264344 O94988
ENST00000282878 Q96E17
ENST00000279024 Q5JYT7
ENST00000223210 O60290
ENST00000296280 P48740
ENST00000331469 P10966
ENST00000216038 Q9Y3I0
ENST00000294338 Q13113
ENST00000315579 Q15021
ENST00000325103 Q92902
ENST00000323460 Q96HI0
ENST00000162391 Q9P0K8
ENST00000334179 Q8N7F7
ENST00000289968 Q68EM7
ENST00000281471 Q8IY45
ENST00000254854 Q02846
ENST00000321753 Q6ICB4
ENST00000295962 Q9BV23
ENST00000287078 Q2T9J0
ENST00000228843 Q96B01
ENST00000329117 Q96GW7
ENST00000278823 O94776
ENST00000228641 P23409
ENST00000319080 Q9HAP2
ENST00000297290 O95415
ENST00000331565 Q9H1V8
ENST00000263174 Q9NP74
ENST00000230036 P80108
ENST00000284856 O14604
ENST00000273590 P57738
ENST00000263773 Q8N3X1
ENST00000327876 Q9HB15
ENST00000005558 O00458
ENST00000300747 Q6AZZ1
ENST00000266682 Q9H2J7
ENST00000267119 Q3SY84
ENST00000302328 Q9UI33
ENST00000314340 Q6RW13
ENST00000278780 Q9BRP0
ENST00000264538 Q9NWB7
ENST00000272793 Q6ZT12
ENST00000307637 Q16581
ENST00000300399 Q8NFQ6
ENST00000216071 O95567
ENST00000280979 Q13023
ENST00000277165 Q9NZB2
ENST00000276052 Q00536
ENST00000259953 Q8IXM6
ENST00000261879 Q8WW43
ENST00000318184 Q7RTY7
ENST00000324306 P17029
ENST00000216471 Q9P1V8
ENST00000216468 Q6PL24
ENST00000265634 P47972
ENST00000261340 Q9UHP7
ENST00000217381 Q13424
ENST00000292450 Q9Y5A6
ENST00000298743 P54826
ENST00000300226 Q9BY19
ENST00000310653 P20340
ENST00000267484 Q16799
ENST00000261402 O60285
ENST00000306087 O95416
ENST00000327813 Q96MU8
ENST00000295213 Q8TC71
ENST00000317987 Q8NFU4
ENST00000299045 Q8N4U5
ENST00000261438 P57682
ENST00000169551 Q9BVV7
ENST00000251303 Q9BQ83
ENST00000308736 Q8IY37
ENST00000304954 P07498
ENST00000304936 O95371
ENST00000250124 O75352
ENST00000298299 P17026
ENST00000313146 Q9H9L3
ENST00000305748 Q86Y46
ENST00000332995 Q9C0D0
ENST00000317479 Q9NR77
ENST00000322101 Q8NGJ8
ENST00000289228 P42025
ENST00000308287 Q96PG2
ENST00000276440 Q9H7D0
ENST00000325962 Q8N635
ENST00000217446 Q9H490
ENST00000216629 P46663
ENST00000287474 Q6ZNA5
ENST00000296097 Q8N7S2
ENST00000334879 P59861
ENST00000200135 O43264
ENST00000227520 Q9H6F5
ENST00000233535 Q99726
ENST00000332884 Q7Z449
ENST00000228644 P13349
ENST00000265394 Q9H3G5
ENST00000273936 Q96KC9
ENST00000295958 Q96QK8
ENST00000226460 Q99954
ENST00000279907 A0JNW5
ENST00000251020 Q9NSC2
ENST00000262483 Q9BZ71
ENST00000328736 Q16825
ENST00000314761 Q8IWA0
ENST00000253413 P36543
ENST00000326000 Q8NEX5
ENST00000250825 O14598
ENST00000230582 Q9NQE7
ENST00000250092 P34810
ENST00000334681 P06307
ENST00000316715 Q13491
ENST00000278853 P60852
ENST00000321337 Q9H4L4
ENST00000327532 Q8IYY4
ENST00000264935 Q9P209
ENST00000301332 Q96AC6
ENST00000299853 Q9NVU0
ENST00000272746 O43516
ENST00000250823 O14598
ENST00000309680 P35908
ENST00000256652 Q93033
ENST00000305479 Q8IUB5
ENST00000245503 Q9UKX2
ENST00000307363 P16278
ENST00000279058 Q6UDR6
ENST00000261318 Q9H741
ENST00000327877 Q8TB03
ENST00000236709 Q9UNA3
ENST00000333813 Q8IXB3
ENST00000301744 Q96LX8
ENST00000243938 Q8IUB2
ENST00000260803 Q9UK59
ENST00000257575 Q96EX2
ENST00000297532 Q14296
ENST00000313838 Q9H069
ENST00000270176 Q96KG9
ENST00000280665 Q8IZD4
ENST00000226207 P12882
ENST00000228799 Q969R8
ENST00000263697 O75937
ENST00000324189 Q9C0J1
ENST00000313367 Q9H4L5
ENST00000228347 Q9NW08
ENST00000281961 Q8NBL3
ENST00000296739 Q9BXG8
ENST00000298288 Q96L50
ENST00000287996 Q9H8X2
ENST00000283441 Q9H8X9
ENST00000332408 Q6S5L8
ENST00000307720 Q08752
ENST00000255381 Q9Y623
ENST00000304222 P29275
ENST00000332296 O95521
ENST00000302609 P17030
ENST00000310018 Q9HBG4
ENST00000184183 Q9HAT0
ENST00000245157 Q9BXC9
ENST00000311445 Q6PI25
ENST00000317869 O60812
ENST00000240189 O60811
ENST00000301873 Q9NS15
ENST00000265245 Q9H089
ENST00000235349 O60810
ENST00000316333 A6NJT0
ENST00000235347 O60809
ENST00000299727 P47211
ENST00000296181 P18084
ENST00000274140 O60337
ENST00000312561 Q9HCM1
ENST00000273353 Q9Y2K3
ENST00000335514 Q9UII2
ENST00000259030 Q96DX8
ENST00000253382 Q9NR19
ENST00000261024 Q9NP59
ENST00000296755 P46821
ENST00000324817 O60244
ENST00000254898 O00339
ENST00000292524 Q15048
ENST00000316824 Q15699
ENST00000316519 Q86V21
ENST00000280605 Q9H0I9
ENST00000296350 P08582
ENST00000332853 Q8IW00
ENST00000315765 Q6MZM0
ENST00000325239 Q6ZS81
ENST00000265709 P16157
ENST00000202625 O95932
ENST00000305579 P29459
ENST00000244576 Q9UJN7
ENST00000211936 Q99676
ENST00000273598 Q9BSH3
ENST00000264094 P58215
ENST00000251296 Q96ID5
ENST00000304374 P21918
ENST00000264784 Q9NRM0
ENST00000275766 Q96H79
ENST00000228438 Q92478
ENST00000261292 Q9Y5X9
ENST00000297001 A4D263
ENST00000046087 Q9BS86
ENST00000228515 Q9H175
ENST00000244751 Q9HCH3
ENST00000321998 Q99807
ENST00000320954 O75718
ENST00000330687 Q8IZR5
ENST00000257192 Q02413
ENST00000260952 Q9NWL6
ENST00000305866 Q96JG6
ENST00000309558 O60279
ENST00000297508 Q8IY33
ENST00000268383 Q01850
ENST00000317276 O15534
ENST00000282226 Q6UXP7
ENST00000272371 Q9HC10
ENST00000217407 P18428
ENST00000243344 Q7Z4L5
ENST00000292539 Q96I34
ENST00000227880 Q8IY34
ENST00000243673 Q9NYM4
ENST00000304195 A2A2Y4
ENST00000332700 Q6ZNG2
ENST00000259253 Q9NYU2
ENST00000215906 Q6ICH7
ENST00000005286 Q24JP5
ENST00000327827 Q14CZ0
ENST00000227525 Q9BVC6
ENST00000248600 Q9Y6J8
ENST00000255465 P78396
ENST00000335209 Q96BS2
ENST00000298630 Q86UX6
ENST00000264151 Q9H4B0
ENST00000186436 Q92545
ENST00000226798 Q14331
ENST00000233623 Q49AM3
ENST00000330143 Q9H7X3
ENST00000284154 Q13588
ENST00000192788 Q6BDS2
ENST00000327259 Q8N4L1
ENST00000311330 Q9HCU0
ENST00000317173 Q9UJ68
ENST00000278353 Q53GQ0
ENST00000294454 Q6PIV7
ENST00000322209 A0A024RBG1
ENST00000296657 A6NCL7
ENST00000313525 Q9H1X3
ENST00000332814 Q6PI97
ENST00000291458 Q4VC31
ENST00000292562 Q9BRH9
ENST00000315190 A2A2V5
ENST00000317571 Q8N584
ENST00000216452 Q14442
ENST00000330154 Q7L311
ENST00000329153 Q9ULM0
ENST00000335071 Q13461
ENST00000334793 O60548
ENST00000320201 Q9BZ72
ENST00000321522 Q8NGJ4
ENST00000324631 Q08289
ENST00000332567 Q8IYF1
ENST00000216085 Q9Y3P4
ENST00000297145 Q1RMZ1
ENST00000323770 P0DMR1
ENST00000323770 B7ZW38
ENST00000259199 Q8IUF1
ENST00000312814 Q9H0V1
ENST00000230381 P23942
ENST00000257915 Q12800
ENST00000267584 Q96M32
ENST00000219746 O15405
ENST00000259241 O60243
ENST00000330682 Q8NG57
ENST00000330682 A6NLF2
ENST00000311320 Q13671
ENST00000313116 P51814
ENST00000279101 Q9BTV7
ENST00000317361 P55957
ENST00000260191 O95264
ENST00000330574 Q6P9B9
ENST00000216277 P51003
ENST00000252998 Q8NC74
ENST00000252997 Q9BWX5
ENST00000263635 Q9C0D5
ENST00000294952 Q6ZMI0
ENST00000295755 Q9BQ08
ENST00000253262 A1L443
ENST00000316412 Q5VT98
ENST00000236137 O60779
ENST00000219368 Q7L5A8
ENST00000298281 O94913
