ENST00000393469 A0/AV/02/swissmodel/41_636_7d10.1.A
ENST00000346436 P5/17/97/swissmodel/44_857_7jm6.1.A
ENST00000382745 P5/17/98/swissmodel/90_791_7jm6.1.A
ENST00000331433 P5/18/00/swissmodel/36_683_5tr1.1.A
ENST00000375679 P5/18/01/swissmodel/36_683_5tr1.1.A
ENST00000369682 P5/18/05/swissmodel/23_1204_5l56.1.B
ENST00000378578 P5/18/08/swissmodel/11_114_1ygt.1.B
ENST00000262640 P5/18/09/swissmodel/1_163_4b93.1.A
ENST00000379565 P5/18/12/swissmodel/4_387_5u7r.1.A
ENST00000357607 P5/18/13/swissmodel/2_672_4y93.1.A
ENST00000262848 P5/18/17/swissmodel/43_358_4wb7.2.A
ENST00000369915 P5/18/54/swissmodel/13_595_6ha3.1.B
ENST00000393141 P5/18/78/swissmodel/157_434_3e4c.1.A
ENST00000266718 P5/18/84/swissmodel/36_337_5mx0.1.A
ENST00000343110 P5/18/88/swissmodel/75_381_5yq5.1.A
ENST00000366999 P5/19/55/swissmodel/13_370_4red.1.B
ENST00000400357 P5/19/56/swissmodel/1_272_4apc.1.A
ENST00000587250 P5/21/98/swissmodel/6_184_1m7b.1.A
ENST00000339360 P5/23/06/swissmodel/79_607_5xgc.1.A
ENST00000458235 P5/23/33/swissmodel/511_1103_4oli.1.A
ENST00000004531 P5/25/69/swissmodel/25_608_6f34.1.A
ENST00000443950 P5/25/97/swissmodel/112_367_6dhs.2.A
ENST00000371850 P5/27/35/swissmodel/2_573_6nf1.1.A
ENST00000343979 P5/27/37/swissmodel/139_443_5v3m.1.C
ENST00000355557 P5/27/38/swissmodel/158_436_5wjq.1.C
ENST00000396161 P5/27/41/swissmodel/47_395_5wjq.1.C
ENST00000440155 P5/27/44/swissmodel/32_261_5v3m.1.C
ENST00000292432 P5/27/90/swissmodel/27_919_1cza.1.A
ENST00000368408 P5/27/97/swissmodel/28_170_4l0p.1.B
ENST00000427683 P5/27/98/swissmodel/23_156_4l0p.1.B
ENST00000263168 P5/29/07/swissmodel/7_276_3aa6.1.A
ENST00000250693 P5/29/61/swissmodel/36_280_1gy0.1.A
ENST00000451320 P5/33/67/swissmodel/151_351_1i49.1.A
ENST00000283027 P5/33/84/swissmodel/44_291_2ph1.1.B
ENST00000419445 P5/36/09/swissmodel/18_363_1tnu.1.B
ENST00000249923 P5/36/18/swissmodel/16_952_5a1u.1.W
ENST00000368069 P5/36/21/swissmodel/1_812_5a1u.1.S
ENST00000295728 P5/36/72/swissmodel/8_197_3lwk.1.B
ENST00000215939 P5/36/74/swissmodel/51_237_1blb.2.C
ENST00000378076 P5/37/08/swissmodel/40_1020_4cak.1.A
ENST00000359221 P5/37/79/swissmodel/46_400_3ttj.1.A
ENST00000381151 P5/37/94/swissmodel/6_538_2xq2.1.A
ENST00000538576 P5/39/85/swissmodel/16_449_7ckr.1.A
ENST00000335847 P5/41/07/swissmodel/29_248_1wvr.1.A
ENST00000433368 P5/41/08/swissmodel/28_244_1rc9.1.A
ENST00000393287 P5/42/52/swissmodel/1_186_3o65.3.A
ENST00000301050 P5/42/84/swissmodel/31_361_1vyu.2.A
ENST00000356860 P5/42/89/swissmodel/27_1071_7jpk.1.C
ENST00000316299 P5/46/19/swissmodel/26_325_6c9f.1.C
ENST00000539282 P5/46/87/swissmodel/22_385_2coj.1.A
ENST00000218548 P5/47/07/swissmodel/49_1039_3wgu.2.A
ENST00000286371 P5/47/09/swissmodel/17_279_7d91.1.B
ENST00000358015 P5/47/27/swissmodel/1_409_1oqy.1.A
ENST00000435564 P5/47/50/swissmodel/49_454_4wzi.1.A
ENST00000330394 P5/47/53/swissmodel/37_545_2x10.1.A
ENST00000358173 P5/47/60/swissmodel/14_529_4m4p.1.A
ENST00000398015 P5/47/62/swissmodel/16_527_3fl7.1.A
ENST00000381127 P5/47/93/swissmodel/29_577_1p49.1.A
ENST00000261304 P5/48/03/swissmodel/41_685_5nxb.1.A
ENST00000354858 P5/48/19/swissmodel/15_232_2c9y.1.A
ENST00000358540 P5/48/29/swissmodel/273_563_6h8s.1.A
ENST00000261195 P5/48/40/swissmodel/22_629_4kqm.1.A
ENST00000263354 P5/49/20/swissmodel/8_293_3j96.1.H
ENST00000246515 P5/50/00/swissmodel/22_103_6zzf.1.A
ENST00000262461 P5/50/11/swissmodel/284_1212_6npl.1.A
ENST00000438926 P5/50/17/swissmodel/135_1020_6npl.1.A
ENST00000225729 P5/50/39/swissmodel/2_363_7nrc.34.A
ENST00000262982 P5/50/60/swissmodel/6_965_1wa5.1.C
ENST00000320185 P5/50/75/swissmodel/50_198_2fdb.1.A
ENST00000395592 P5/50/83/swissmodel/36_255_4m7f.1.D
ENST00000296677 P5/50/85/swissmodel/70_359_5ndd.1.A
ENST00000309668 P5/51/03/swissmodel/40_352_5hly.1.B
ENST00000293373 P5/51/60/swissmodel/8_1122_4n78.1.B
ENST00000261182 P5/52/09/swissmodel/58_352_6n2g.1.A
ENST00000369321 P5/52/10/swissmodel/57_303_3r5k.1.A
ENST00000381362 P5/52/59/swissmodel/182_481_6tqk.1.A
ENST00000286621 P5/52/63/swissmodel/20_361_5kb6.1.A
ENST00000360469 P5/52/83/swissmodel/170_722_7a7d.1.A
ENST00000265071 P5/52/85/swissmodel/54_596_7a7d.1.H
ENST00000577390 P5/52/86/swissmodel/62_605_5iry.1.A
ENST00000268603 P5/52/87/swissmodel/55_601_5iry.1.A
ENST00000382254 P5/52/89/swissmodel/55_598_7a7d.1.H
ENST00000268613 P5/52/90/swissmodel/143_690_7a7d.1.H
ENST00000289746 P5/52/91/swissmodel/46_591_7a7d.1.A
ENST00000397637 P5/53/45/swissmodel/95_432_5ful.1.B
ENST00000293280 P5/57/73/swissmodel/44_120_1g91.1.A
ENST00000004921 P5/57/74/swissmodel/23_88_4mhe.1.A
ENST00000322157 P5/57/86/swissmodel/46_913_4kx7.1.A
ENST00000316594 P5/57/95/swissmodel/112_366_6dhs.2.A
ENST00000311485 P5/58/95/swissmodel/1_350_6oet.1.B
ENST00000317361 P5/59/57/swissmodel/1_195_2bid.1.A
ENST00000292475 P5/61/34/swissmodel/9_94_6j54.1.D
ENST00000355422 P5/61/59/swissmodel/25_348_4ux8.1.C
ENST00000361285 P5/61/80/swissmodel/225_541_3v0h.1.A
ENST00000282588 P5/61/99/swissmodel/29_666_5e6s.1.A
ENST00000307886 P5/62/02/swissmodel/37_363_6czs.1.A
ENST00000329235 P5/63/77/swissmodel/1_146_4p6z.1.B
ENST00000414262 P5/63/78/swissmodel/1_52_6tt7.1.X
ENST00000243997 P5/63/81/swissmodel/2_48_2v7q.1.I
ENST00000304312 P5/63/85/swissmodel/2_69_6tt7.1.1
ENST00000307751 P5/64/70/swissmodel/1_323_3vkm.2.A
ENST00000374450 P5/65/37/swissmodel/1_244_6lss.1.E
ENST00000309035 P5/65/45/swissmodel/34_363_6v8a.1.B
ENST00000390645 P5/65/59/swissmodel/4_179_4y0v.1.A
ENST00000265191 P5/65/97/swissmodel/12_204_7jtk.1.5
ENST00000347132 P5/66/96/swissmodel/74_588_7byl.1.A
ENST00000284523 P5/67/04/swissmodel/41_352_6ahy.2.B
ENST00000290167 P5/67/05/swissmodel/42_351_6ahy.2.B
ENST00000339464 P5/67/06/swissmodel/37_349_6ahy.2.B
ENST00000401528 P5/67/46/swissmodel/2_186_4p79.1.A
ENST00000396925 P5/67/47/swissmodel/5_186_6ov2.1.A
ENST00000399899 P5/67/48/swissmodel/1_185_6akf.2.A
ENST00000286808 P5/67/50/swissmodel/5_187_6ov2.1.A
ENST00000367165 P5/68/80/swissmodel/5_186_6ov2.1.A
ENST00000400532 P5/70/87/swissmodel/34_224_1nbq.1.A
ENST00000291532 P5/77/27/swissmodel/107_451_7meq.1.A
ENST00000541806 P5/77/39/swissmodel/5_186_6ov2.1.A
ENST00000258302 P5/77/71/swissmodel/44_174_2a72.1.A
ENST00000319231 P5/77/89/swissmodel/57_347_6cq8.1.A
ENST00000325656 P5/77/96/swissmodel/123_274_3ox5.1.A
ENST00000536441 P5/80/05/swissmodel/62_492_5dj4.1.A
ENST00000266646 P5/81/66/swissmodel/40_350_5hly.1.B
ENST00000264094 P5/82/15/swissmodel/307_743_5ze3.1.A
ENST00000271331 P5/82/94/swissmodel/20_98_1imt.1.A
ENST00000320451 P5/83/17/swissmodel/36_335_5wjq.1.C
ENST00000405863 P5/84/17/swissmodel/119_261_6pnq.1.B
ENST00000357985 P5/84/99/swissmodel/60_234_2yoq.1.A
ENST00000270310 P5/85/49/swissmodel/9_59_2mkv.1.A
ENST00000306312 P5/87/43/swissmodel/12_717_7ch1.1.A
ENST00000392678 P5/87/53/swissmodel/79_221_3ub2.1.B
ENST00000289316 P5/88/76/swissmodel/28_126_3x1v.1.F
ENST00000324134 P5/90/46/swissmodel/124_1060_6npy.1.A
ENST00000267512 P5/91/90/swissmodel/2_176_6rir.1.B
ENST00000321760 P5/92/82/swissmodel/2_170_2jrf.1.A
ENST00000476166 P5/96/46/swissmodel/20_88_2jp3.1.A
ENST00000336418 P5/97/80/swissmodel/1_151_4p6z.1.B
ENST00000291759 P5/99/01/swissmodel/26_420_6grs.1.B
ENST00000339764 P5/99/10/swissmodel/1_315_6psi.1.C
ENST00000433034 P5/99/98/swissmodel/2_168_3dxm.1.F
ENST00000252445 P6/00/02/swissmodel/8_79_1wii.1.A
ENST00000415949 P6/00/59/swissmodel/1_68_2wwb.1.B
ENST00000229270 P6/01/74/swissmodel/3_249_4poc.1.A
ENST00000279387 P6/05/10/swissmodel/2_307_3fga.1.C
ENST00000550697 P6/06/60/swissmodel/1_150_5oeo.1.A
ENST00000358571 P6/06/73/swissmodel/2_137_2v8f.1.A
ENST00000331789 P6/07/09/swissmodel/4_375_3ci5.1.A
ENST00000519807 P6/08/66/swissmodel/18_117_5lzy.65.A
ENST00000246069 P6/09/81/swissmodel/3_165_5yu8.1.H
ENST00000358056 P6/09/83/swissmodel/6_142_1vkk.1.A
ENST00000409817 P6/10/73/swissmodel/27_319_3odu.1.A
ENST00000357194 P6/10/77/swissmodel/1_147_6w7z.1.A
ENST00000377982 P6/11/60/swissmodel/4_388_4jd2.1.B
ENST00000369905 P6/11/63/swissmodel/7_376_6f1t.1.D
ENST00000299259 P6/12/01/swissmodel/1_443_6r7n.1.J
ENST00000296577 P6/12/21/swissmodel/4_598_7a09.1.k
ENST00000323534 P6/12/25/swissmodel/1_167_2rap.1.A
ENST00000215095 P6/12/66/swissmodel/2_247_3c98.1.B
ENST00000293362 P6/12/89/swissmodel/4_249_5msj.2.A
ENST00000290949 P6/14/21/swissmodel/1_351_6wm3.1.W
ENST00000299299 P6/14/57/swissmodel/6_104_1dcp.1.A
ENST00000334982 P6/15/99/swissmodel/2_160_6vp9.1.A
ENST00000395923 P6/16/01/swissmodel/2_187_2l2e.1.A
ENST00000243253 P6/16/19/swissmodel/1_476_2wwb.1.A
ENST00000377602 P6/16/47/swissmodel/115_396_5bo6.1.A
ENST00000373302 P6/17/64/swissmodel/4_592_4jeh.1.A
ENST00000558401 P6/17/69/swissmodel/20_119_6o9c.1.B
ENST00000366929 P6/18/12/swissmodel/21_414_5vqf.2.A
ENST00000248564 P6/19/52/swissmodel/9_66_7o7f.1.D
ENST00000304921 P6/20/81/swissmodel/6_194_5lzy.52.A
ENST00000312989 P6/21/36/swissmodel/8_328_6dcx.2.A
ENST00000395366 P6/21/40/swissmodel/1_308_1s70.1.A
ENST00000396020 P6/22/73/swissmodel/2_56_5lzy.74.A
ENST00000256015 P6/23/24/swissmodel/9_129_3dju.1.A
ENST00000237264 P6/23/80/swissmodel/4_185_6uep.1.A
ENST00000366937 P6/25/08/swissmodel/121_455_4nqa.1.A
ENST00000221138 P6/27/14/swissmodel/2_309_2npp.1.C
ENST00000458208 P6/27/36/swissmodel/7_376_4efh.1.A
ENST00000406397 P6/27/60/swissmodel/2_188_5t7c.1.A
ENST00000289352 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000340756 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000354348 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000355981 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000357549 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000359907 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000360441 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000377364 P6/28/05/swissmodel/16_103_4kud.1.B
ENST00000244601 P6/28/07/swissmodel/28_126_3x1v.1.F
ENST00000359985 P6/28/07/swissmodel/28_126_3x1v.1.F
ENST00000586686 P6/28/41/swissmodel/15_134_6g4w.1.V
ENST00000440692 P6/28/47/swissmodel/3_126_6g4w.1.L
ENST00000303210 P6/28/79/swissmodel/3_340_7d76.1.B
ENST00000409028 P6/28/99/swissmodel/10_123_4v3p.49.A
ENST00000374550 P6/29/13/swissmodel/8_177_6mtb.10.A
ENST00000356142 P6/30/00/swissmodel/2_178_1e96.1.A
ENST00000312678 P6/30/10/swissmodel/4_635_4uqi.1.B
ENST00000316509 P6/30/27/swissmodel/1_115_2kog.1.A
ENST00000315985 P6/31/51/swissmodel/8_446_3dw8.1.B
ENST00000248572 P6/32/11/swissmodel/9_66_7o7f.1.D
ENST00000294117 P6/32/15/swissmodel/9_70_6pcv.1.C
ENST00000370641 P6/32/18/swissmodel/3_65_2bcj.1.C
ENST00000336452 P6/32/41/swissmodel/16_152_5dlq.2.C
ENST00000243457 P6/32/52/swissmodel/43_371_3spg.1.D
ENST00000409624 P6/32/67/swissmodel/6_375_4efh.1.A
ENST00000233143 P6/33/13/swissmodel/2_41_1hj0.1.A
ENST00000538887 P6/79/36/swissmodel/6_248_1c1g.1.A
ENST00000290378 P6/80/32/swissmodel/6_377_3ci5.1.A
ENST00000458578 P6/80/36/swissmodel/1_151_5udh.1.B
ENST00000316292 P6/81/04/swissmodel/4_461_6ra9.1.B
ENST00000366684 P6/81/33/swissmodel/6_377_3ci5.1.A
ENST00000248437 P6/83/66/swissmodel/1_437_6dpv.1.E
ENST00000340384 P6/83/71/swissmodel/1_429_3jaw.1.B
ENST00000244661 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000305910 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000328488 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000357647 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000360408 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000377831 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000446824 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000540144 P6/84/31/swissmodel/38_136_6hts.1.M
ENST00000330597 P6/98/91/swissmodel/2_147_1i3d.1.C
ENST00000380259 P6/98/92/swissmodel/2_147_1i3d.1.C
ENST00000445355 P7/83/25/swissmodel/197_646_3g5c.1.A
ENST00000221700 P7/83/29/swissmodel/46_519_6c94.1.A
ENST00000370328 P7/83/34/swissmodel/72_506_6hug.1.C
ENST00000413330 P7/83/46/swissmodel/2_248_6ahu.1.J
ENST00000228468 P7/83/48/swissmodel/16_463_6vtk.1.A
ENST00000269554 P7/83/56/swissmodel/32_416_3wzz.1.A
ENST00000393651 P7/83/62/swissmodel/56_688_6fad.3.A
ENST00000370225 P7/83/63/swissmodel/1_2252_7e7i.1.A
ENST00000299339 P7/83/69/swissmodel/3_186_4p79.1.A
ENST00000247138 P7/83/81/swissmodel/38_342_6oh2.1.A
ENST00000369552 P7/83/82/swissmodel/15_317_6oh4.1.A
ENST00000255465 P7/83/96/swissmodel/208_464_7b5l.1.K
ENST00000368089 P7/85/08/swissmodel/27_344_6xit.1.A
ENST00000310823 P7/85/36/swissmodel/223_643_6bdz.1.C
ENST00000379374 P7/85/62/swissmodel/52_749_5jmy.1.A
ENST00000539173 P7/85/63/swissmodel/235_740_6vff.1.A
ENST00000226317 P8/01/62/swissmodel/44_114_2mgs.1.A
ENST00000332374 P8/02/94/swissmodel/1_61_4mt2.1.A
ENST00000394485 P8/02/97/swissmodel/1_61_4mt2.1.A
ENST00000341267 P8/03/70/swissmodel/18_247_4xbm.2.A
ENST00000396600 P8/04/04/swissmodel/39_500_4y0h.1.A
ENST00000369084 P8/29/21/swissmodel/2_87_6vmi.11.A
ENST00000302495 P8/31/05/swissmodel/163_474_5tnz.1.C
ENST00000351018 P8/40/95/swissmodel/1_177_6uka.1.A
ENST00000528153 P8/63/97/swissmodel/34_167_3ir3.1.A
ENST00000382100 P9/81/55/swissmodel/110_752_1n7d.1.A
ENST00000447601 P9/81/73/swissmodel/56_227_5lc2.1.A
ENST00000376759 P9/81/79/swissmodel/3_86_5tbx.2.A
ENST00000393221 P9/81/94/swissmodel/23_904_5zmv.1.A
ENST00000487903 P9/81/96/swissmodel/23_1096_7bsq.1.A
ENST00000368489 P9/81/98/swissmodel/31_1136_7kyc.1.A
ENST00000336640 Q0/00/05/swissmodel/20_442_3dw8.1.B
ENST00000369534 Q0/00/13/swissmodel/66_466_4wsi.1.A
ENST00000425876 Q0/05/26/swissmodel/1_296_1w98.1.A
ENST00000395834 Q0/05/32/swissmodel/3_352_3q5i.1.A
ENST00000276052 Q0/05/36/swissmodel/163_474_5g6v.1.A
ENST00000261211 Q0/05/37/swissmodel/190_501_5g6v.1.A
ENST00000289081 Q0/05/97/swissmodel/1_558_7kzp.1.C
ENST00000378062 Q0/06/04/swissmodel/1_133_4my2.1.A
ENST00000371372 Q0/09/75/swissmodel/76_1837_6jp5.1.A
ENST00000291552 Q0/10/81/swissmodel/2_195_7c06.6.A
ENST00000409855 Q0/11/18/swissmodel/35_1611_6a90.1.A
ENST00000221452 Q0/12/01/swissmodel/126_423_1nfi.1.A
ENST00000396554 Q0/14/32/swissmodel/124_756_2a3l.1.B
ENST00000256578 Q0/14/33/swissmodel/213_867_2a3l.1.B
ENST00000223364 Q0/14/49/swissmodel/13_168_3u0k.1.A
ENST00000451548 Q0/15/34/swissmodel/110_288_5day.1.A
ENST00000288139 Q0/16/68/swissmodel/107_1603_3jbr.1.A
ENST00000327606 Q0/17/18/swissmodel/29_294_6w25.1.A
ENST00000555147 Q0/17/26/swissmodel/40_313_7aue.1.A
ENST00000354841 Q0/17/40/swissmodel/2_525_7al4.2.A
ENST00000376936 Q0/17/80/swissmodel/35_582_5c0w.1.K
ENST00000360273 Q0/18/14/swissmodel/2_1086_6a69.1.A
ENST00000270349 Q0/19/59/swissmodel/58_600_4xp4.1.A
ENST00000532870 Q0/19/95/swissmodel/24_154_1ujo.1.A
ENST00000400159 Q0/20/45/swissmodel/9_166_3ek8.1.A
ENST00000371175 Q0/20/94/swissmodel/1_409_3hd6.1.C
ENST00000306156 Q0/21/56/swissmodel/235_736_3pfq.1.A
ENST00000328664 Q0/21/61/swissmodel/4_415_3hd6.1.C
ENST00000222673 Q0/22/18/swissmodel/49_1015_2xt6.1.A
ENST00000287490 Q0/22/21/swissmodel/13_96_2y69.1.M
ENST00000553458 Q0/22/52/swissmodel/37_520_1t90.1.A
ENST00000258415 Q0/23/18/swissmodel/59_529_3k9v.3.A
ENST00000355705 Q0/23/25/swissmodel/20_96_4a5t.1.A
ENST00000359481 Q0/23/25/swissmodel/20_96_4a5t.1.A
ENST00000269973 Q0/23/86/swissmodel/163_524_5v3j.2.C
ENST00000394303 Q0/26/41/swissmodel/78_417_4zw2.1.A
ENST00000326139 Q0/26/43/swissmodel/24_395_6ln2.1.A
ENST00000442371 Q0/27/42/swissmodel/56_424_2gam.1.A
ENST00000196061 Q0/28/09/swissmodel/22_727_6fxm.1.B
ENST00000310638 Q0/29/28/swissmodel/40_509_6c94.1.A
ENST00000225665 Q0/29/78/swissmodel/22_313_2lck.1.A
ENST00000367425 Q0/29/85/swissmodel/18_330_5o35.1.C
ENST00000275364 Q0/31/13/swissmodel/29_380_6eg8.2.C
ENST00000560869 Q0/31/69/swissmodel/73_653_5b86.2.A
ENST00000291526 Q0/34/03/swissmodel/26_129_1psp.1.A
ENST00000354258 Q0/35/18/swissmodel/233_802_5u1d.1.A
ENST00000374899 Q0/35/19/swissmodel/130_681_5u1d.1.B
ENST00000320493 Q0/35/91/swissmodel/21_329_5o32.1.C
ENST00000369787 Q0/37/21/swissmodel/35_483_2r9r.1.B
ENST00000282869 Q0/39/24/swissmodel/164_469_5v3j.2.C
ENST00000328747 Q0/39/36/swissmodel/228_533_5v3j.2.C
ENST00000418063 Q0/39/38/swissmodel/198_504_5wjq.1.C
ENST00000341514 Q0/46/56/swissmodel/565_1415_3j09.1.A
ENST00000382774 Q0/47/56/swissmodel/181_647_4dur.1.A
ENST00000263125 Q0/47/59/swissmodel/231_702_3pfq.1.A
ENST00000293780 Q0/48/44/swissmodel/22_492_6uwz.1.E
ENST00000296474 Q0/49/12/swissmodel/29_768_7mo7.1.D
ENST00000340930 Q0/53/97/swissmodel/35_684_2j0k.2.A
ENST00000378567 Q0/55/13/swissmodel/246_585_5li1.1.A
ENST00000371553 Q0/55/86/swissmodel/25_841_6whs.1.A
ENST00000217182 Q0/56/39/swissmodel/4_461_6ra9.1.B
ENST00000394729 Q0/56/55/swissmodel/230_672_3pfq.1.A
ENST00000289957 Q0/59/01/swissmodel/25_450_6usf.1.A
ENST00000373247 Q0/59/32/swissmodel/66_398_1o5z.1.A
ENST00000449956 Q0/60/33/swissmodel/37_621_6fpz.1.A
ENST00000394349 Q0/60/55/swissmodel/67_140_6tt7.1.N
ENST00000308731 Q0/61/87/swissmodel/1_658_4y93.1.A
ENST00000264220 Q0/62/03/swissmodel/12_516_1ao0.1.A
ENST00000379663 Q0/62/65/swissmodel/2_288_6h25.1.A
ENST00000382708 Q0/63/23/swissmodel/3_244_5msj.1.A
ENST00000226021 Q0/64/32/swissmodel/1_219_7jpl.1.B
ENST00000220429 Q0/65/47/swissmodel/6_293_5led.1.A
ENST00000382643 Q0/66/09/swissmodel/22_336_7c9a.1.A
ENST00000258385 Q0/70/01/swissmodel/23_516_6uwz.1.B
ENST00000506784 Q0/70/02/swissmodel/133_449_1jnk.1.A
ENST00000264888 Q0/73/25/swissmodel/24_118_6ehz.1.A
ENST00000344839 Q0/75/Z2/swissmodel/43_131_1h8p.1.C
ENST00000518498 Q0/76/54/swissmodel/36_94_1pe3.1.A
ENST00000415950 Q0/76/99/swissmodel/20_192_6j8g.1.C
ENST00000293288 Q0/78/12/swissmodel/13_192_4s0o.1.A
ENST00000320574 Q0/78/64/swissmodel/29_2278_6wjv.1.A
ENST00000396000 Q0/78/69/swissmodel/99_468_3dzy.1.B
ENST00000426016 Q0/78/89/swissmodel/6_1045_3ksy.1.A
ENST00000216373 Q0/78/90/swissmodel/6_1043_3ksy.1.A
ENST00000216862 Q0/79/73/swissmodel/51_514_3k9v.3.A
ENST00000221561 Q0/81/17/swissmodel/20_130_4om2.1.A
ENST00000287008 Q0/81/74/swissmodel/59_707_6vg4.1.A
ENST00000367549 Q0/82/11/swissmodel/128_1150_5aor.1.A
ENST00000324631 Q0/82/89/swissmodel/92_469_4zw2.1.A
ENST00000342228 Q0/83/57/swissmodel/8_648_6l85.1.A
ENST00000231887 Q0/84/26/swissmodel/1_721_3zw8.1.A
ENST00000268150 Q0/84/31/swissmodel/67_387_1sdd.1.B
ENST00000338316 Q0/84/62/swissmodel/138_1078_6r3q.1.A
ENST00000221307 Q0/84/77/swissmodel/46_519_6c94.1.A
ENST00000355502 Q0/84/93/swissmodel/152_639_4wzi.1.A
ENST00000340635 Q0/84/99/swissmodel/223_713_4wzi.1.A
ENST00000424830 Q0/86/23/swissmodel/1_228_3l5k.1.A
ENST00000307720 Q0/87/52/swissmodel/2_365_1ihg.1.A
ENST00000297323 Q0/88/28/swissmodel/165_1056_6r3q.1.A
ENST00000398056 Q0/88/30/swissmodel/33_308_2h43.1.C
ENST00000422843 Q0/88/81/swissmodel/2_618_4y93.1.A
ENST00000262133 Q0/89/99/swissmodel/45_1024_4elj.1.A
ENST00000299977 Q0/8A/F3/swissmodel/2_550_7lre.1.A
ENST00000307493 Q0/8A/H1/swissmodel/39_575_2vze.3.A
ENST00000321545 Q0/8E/R8/swissmodel/196_502_5wjq.1.C
ENST00000343373 Q0/90/13/swissmodel/11_416_2vd5.1.B
ENST00000270223 Q0/90/19/swissmodel/21_636_5k1c.1.C
ENST00000382545 Q0/94/70/swissmodel/32_419_5wie.1.B
ENST00000500065 Q0/9F/C8/swissmodel/291_596_5v3j.2.C
ENST00000343949 Q0/D2/J5/swissmodel/76_363_5wjq.1.C
ENST00000397498 Q0/P5/N6/swissmodel/21_196_1upt.2.C
ENST00000420581 Q0/VA/K6/swissmodel/240_560_4rwt.1.B
ENST00000378372 Q0/VD/F9/swissmodel/1_507_4ani.1.D
ENST00000327787 Q0/VG/06/swissmodel/5_881_7kzq.1.L
ENST00000504104 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000504481 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000504543 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000509271 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000509660 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000511681 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000515574 Q0/WX/57/swissmodel/48_372_3m99.1.A
ENST00000269195 Q1/04/72/swissmodel/58_556_6e4r.1.A
ENST00000357586 Q1/05/67/swissmodel/4_636_4uqi.1.B
ENST00000349769 Q1/05/70/swissmodel/1_1443_6f9n.1.A
ENST00000371717 Q1/07/13/swissmodel/39_511_7jrg.1.L
ENST00000319914 Q1/12/01/swissmodel/56_340_2wml.1.A
ENST00000265565 Q1/27/70/swissmodel/10_661_7etw.1.B
ENST00000568546 Q1/27/88/swissmodel/15_791_6rxt.1.J
ENST00000404857 Q1/27/91/swissmodel/85_1179_6v3g.1.A
ENST00000548315 Q1/27/92/swissmodel/1_342_7ccc.1.B
ENST00000327228 Q1/27/98/swissmodel/4_166_3o77.1.A
ENST00000262186 Q1/28/09/swissmodel/3_863_5va1.1.D
ENST00000263121 Q1/28/24/swissmodel/7_381_6ltj.1.M
ENST00000571995 Q1/28/29/swissmodel/9_182_6rir.1.B
ENST00000313843 Q1/28/46/swissmodel/2_256_3c98.1.B
ENST00000027335 Q1/28/64/swissmodel/239_772_7a7d.1.H
ENST00000370192 Q1/28/82/swissmodel/3_1018_7m31.1.A
ENST00000369732 Q1/28/89/swissmodel/22_384_5hbf.1.A
ENST00000447092 Q1/28/91/swissmodel/26_444_2pe4.1.A
ENST00000429673 Q1/28/94/swissmodel/135_506_6mtc.44.A
ENST00000407951 Q1/29/01/swissmodel/173_479_5wjq.1.C
ENST00000394701 Q1/29/04/swissmodel/149_312_1euj.1.A
ENST00000361891 Q1/29/05/swissmodel/29_361_4atb.1.A
ENST00000303127 Q1/29/07/swissmodel/52_301_2dup.1.A
ENST00000288235 Q1/29/65/swissmodel/12_759_2otg.1.A
ENST00000372050 Q1/29/67/swissmodel/63_649_5cm8.1.A
ENST00000344035 Q1/29/74/swissmodel/1_155_5k25.1.A
ENST00000399953 Q1/29/80/swissmodel/3_569_6ces.1.B
ENST00000421544 Q1/30/02/swissmodel/34_847_7ldd.1.B
ENST00000373091 Q1/30/03/swissmodel/33_846_7ks0.1.B
ENST00000391929 Q1/30/07/swissmodel/52_206_6df3.1.B
ENST00000283243 Q1/30/18/swissmodel/35_1380_7jpu.1.A
ENST00000327031 Q1/30/45/swissmodel/484_1261_3ffn.1.A
ENST00000517649 Q1/30/75/swissmodel/10_1403_5yud.1.A
ENST00000353139 Q1/30/85/swissmodel/102_2337_6g2i.1.F
ENST00000219406 Q1/30/87/swissmodel/39_495_5xf7.1.A
ENST00000392358 Q1/30/98/swissmodel/37_469_4d10.2.A
