ENST00000322209 A0/A0/24RBG1/swissmodel/9_147_2duk.1.A
ENST00000458578 P6/80/36/swissmodel/1_154_3sy2.1.B
ENST00000316292 P6/81/04/swissmodel/4_455_4c0s.1.A
ENST00000366684 P6/81/33/swissmodel/6_377_3daw.1.A
ENST00000248437 P6/83/66/swissmodel/1_440_5ca1.1.C
ENST00000340384 P6/83/71/swissmodel/1_426_6e7b.1.A
ENST00000330597 P6/98/91/swissmodel/2_147_1i3d.1.A
ENST00000622179 P7/83/24/swissmodel/31_348_2wng.1.A
ENST00000221700 P7/83/29/swissmodel/48_519_6c93.1.A
ENST00000377067 P7/83/33/swissmodel/27_476_4ywt.2.A
ENST00000370328 P7/83/34/swissmodel/72_506_6huo.1.C
ENST00000413330 P7/83/46/swissmodel/2_248_6ahu.1.J
ENST00000228468 P7/83/48/swissmodel/41_456_4nyk.1.A
ENST00000299339 P7/83/69/swissmodel/3_185_4p79.1.A
ENST00000452555 P7/83/81/swissmodel/38_342_6oh4.1.A
ENST00000369552 P7/83/82/swissmodel/15_317_6oh2.1.A
ENST00000255465 P7/83/96/swissmodel/205_464_2g9x.1.B
ENST00000644903 P7/85/08/swissmodel/26_343_5kuk.1.A
ENST00000378533 P7/85/39/swissmodel/55_326_1qub.1.A
ENST00000219066 P7/85/49/swissmodel/109_310_3g0q.1.A
ENST00000379374 P7/85/62/swissmodel/51_749_4cth.1.A
ENST00000226317 P8/01/62/swissmodel/44_114_2mgs.1.A
ENST00000394485 P8/02/97/swissmodel/1_61_4mt2.1.A
ENST00000326152 P8/03/65/swissmodel/82_370_3u9l.1.A
ENST00000341267 P8/03/70/swissmodel/22_247_4xbm.2.A
ENST00000302495 P8/31/05/swissmodel/161_475_5tnz.1.A
ENST00000351018 P8/40/95/swissmodel/1_191_2rmk.1.A
ENST00000375135 P9/81/74/swissmodel/371_920_4gzu.1.A
ENST00000376759 P9/81/79/swissmodel/1_88_1x5s.1.A
ENST00000612078 P9/81/87/swissmodel/42_519_6c93.1.A
ENST00000507488 P9/81/94/swissmodel/24_904_5mpm.1.A
ENST00000394414 Q0/00/05/swissmodel/21_442_3dw8.1.B
ENST00000228318 Q0/03/25/swissmodel/66_341_6gci.1.A
ENST00000448471 Q0/05/26/swissmodel/1_296_5l2w.1.A
ENST00000395834 Q0/05/32/swissmodel/3_352_3q5i.1.A
ENST00000276052 Q0/05/36/swissmodel/163_475_5g6v.2.A
ENST00000261211 Q0/05/37/swissmodel/190_501_5g6v.1.A
ENST00000452455 Q0/08/72/swissmodel/339_930_4yh7.1.A
ENST00000405312 Q0/08/88/swissmodel/43_415_5k6w.1.A
ENST00000380276 Q0/10/81/swissmodel/15_193_4yh8.1.A
ENST00000369093 Q0/10/85/swissmodel/6_236_3sde.1.B
ENST00000625761 Q0/12/01/swissmodel/126_422_1nfi.1.A
ENST00000223364 Q0/14/49/swissmodel/14_167_1tnw.1.A
ENST00000612492 Q0/14/53/swissmodel/6_154_4p79.1.A
ENST00000451548 Q0/15/34/swissmodel/104_290_5day.1.B
ENST00000327606 Q0/17/18/swissmodel/20_295_5jtb.1.A
ENST00000617670 Q0/17/40/swissmodel/3_484_5nmw.1.A
ENST00000360273 Q0/18/14/swissmodel/47_1085_5zmw.1.A
ENST00000268383 Q0/18/50/swissmodel/20_253_6f1t.1.h
ENST00000270349 Q0/19/59/swissmodel/58_600_4xpt.1.A
ENST00000392951 Q0/19/95/swissmodel/24_154_1ujo.1.A
ENST00000400159 Q0/20/45/swissmodel/9_166_3ek8.1.A
ENST00000342055 Q0/21/61/swissmodel/6_415_3hd6.1.A
ENST00000287490 Q0/22/21/swissmodel/13_96_2y69.1.M
ENST00000553458 Q0/22/52/swissmodel/37_519_1t90.1.A
ENST00000258415 Q0/23/18/swissmodel/53_529_3k9v.3.A
ENST00000409310 Q0/23/25/swissmodel/20_96_4a5t.1.A
ENST00000359481 Q0/23/25/swissmodel/20_96_4a5t.1.A
ENST00000392379 Q0/23/38/swissmodel/54_318_1a27.1.A
ENST00000268638 Q0/25/56/swissmodel/198_411_5jek.2.A
ENST00000302101 Q0/25/75/swissmodel/62_132_2ypb.1.B
ENST00000394303 Q0/26/41/swissmodel/78_411_4zw2.1.A
ENST00000442371 Q0/27/42/swissmodel/44_424_2gam.2.A
ENST00000196061 Q0/28/09/swissmodel/26_727_6fxm.1.A
ENST00000225665 Q0/29/78/swissmodel/19_281_4c9j.1.A
ENST00000367425 Q0/29/85/swissmodel/19_329_5o32.1.C
ENST00000275364 Q0/31/13/swissmodel/29_381_3sn6.1.A
ENST00000560869 Q0/31/69/swissmodel/73_653_5b86.1.A
ENST00000291526 Q0/34/03/swissmodel/24_129_2psp.1.A
ENST00000328178 Q0/39/23/swissmodel/285_590_5v3j.2.C
ENST00000282869 Q0/39/24/swissmodel/162_440_5wjq.1.C
ENST00000294119 Q0/43/23/swissmodel/136_293_5ifw.1.A
ENST00000378567 Q0/55/13/swissmodel/130_588_3pfq.1.A
ENST00000371546 Q0/55/86/swissmodel/25_844_6ira.1.B
ENST00000289957 Q0/59/01/swissmodel/26_448_6cnk.1.A
ENST00000373247 Q0/59/32/swissmodel/40_583_2vor.1.A
ENST00000449956 Q0/60/33/swissmodel/37_640_6fpy.1.A
ENST00000635625 Q0/61/24/swissmodel/2_538_4nwg.1.A
ENST00000645214 Q0/61/36/swissmodel/32_273_1geg.1.A
ENST00000621635 Q0/61/87/swissmodel/214_657_4xi2.1.A
ENST00000264220 Q0/62/03/swissmodel/12_514_1ecb.3.C
ENST00000379663 Q0/62/65/swissmodel/1_302_2nn6.1.A
ENST00000382708 Q0/63/23/swissmodel/3_244_5msj.1.A
ENST00000226021 Q0/64/32/swissmodel/1_216_5gjw.1.D
ENST00000220429 Q0/65/47/swissmodel/4_224_4qfv.1.A
ENST00000382643 Q0/66/09/swissmodel/20_339_5np7.1.C
ENST00000258385 Q0/70/01/swissmodel/23_491_6pv7.1.C
ENST00000506784 Q0/70/02/swissmodel/142_453_5g6v.1.A
ENST00000264888 Q0/73/25/swissmodel/25_91_1o7y.1.A
ENST00000344839 Q0/75/Z2/swissmodel/3_131_3m7p.1.A
ENST00000415950 Q0/76/99/swissmodel/20_192_6agf.1.B
ENST00000293288 Q0/78/12/swissmodel/50_166_4hnj.1.A
ENST00000216862 Q0/79/73/swissmodel/51_514_3k9v.3.A
ENST00000221561 Q0/81/17/swissmodel/19_141_4om3.1.D
ENST00000287008 Q0/81/74/swissmodel/59_707_6e6b.1.A
ENST00000324631 Q0/82/89/swissmodel/92_469_4zw2.1.A
ENST00000231887 Q0/84/26/swissmodel/1_721_3zw8.1.A
ENST00000268150 Q0/84/31/swissmodel/49_387_2qqm.1.A
ENST00000586182 Q0/84/77/swissmodel/42_519_6c93.1.A
ENST00000424830 Q0/86/23/swissmodel/1_228_3l5k.1.A
ENST00000307720 Q0/87/52/swissmodel/2_365_1ihg.1.A
ENST00000398056 Q0/88/30/swissmodel/21_310_1n73.1.C
ENST00000307493 Q0/8A/H1/swissmodel/39_573_2vze.3.A
ENST00000360844 Q0/8E/T2/swissmodel/20_341_5lf5.1.A
ENST00000343373 Q0/90/13/swissmodel/2_409_4ual.1.A
ENST00000270223 Q0/90/19/swissmodel/21_636_5k1c.1.C
ENST00000382545 Q0/94/70/swissmodel/32_419_5wie.1.B
ENST00000343949 Q0/D2/J5/swissmodel/71_363_5v3m.1.C
ENST00000507030 Q0/GE/19/swissmodel/5_334_4n7w.1.A
ENST00000397498 Q0/P5/N6/swissmodel/8_193_6bbp.1.A
ENST00000393774 Q0/VA/A2/swissmodel/82_395_3tsr.1.B
ENST00000420581 Q0/VA/K6/swissmodel/240_560_4rwt.1.B
ENST00000430092 Q0/VD/D8/swissmodel/858_3505_4rh7.1.A
ENST00000378372 Q0/VD/F9/swissmodel/4_509_2kho.1.A
ENST00000511681 Q0/WX/57/swissmodel/48_372_4fip.1.A
ENST00000515574 Q0/WX/57/swissmodel/48_372_4fip.1.A
ENST00000504104 Q0/WX/57/swissmodel/48_372_4fip.1.A
ENST00000504543 Q0/WX/57/swissmodel/48_372_4fip.1.A
ENST00000644580 Q0/ZL/H3/swissmodel/1_236_5b5r.1.A
ENST00000269195 Q1/04/72/swissmodel/55_553_2ffu.1.A
ENST00000357586 Q1/05/67/swissmodel/4_636_4uqi.1.B
ENST00000371717 Q1/07/13/swissmodel/64_510_1hr6.1.A
ENST00000522652 Q1/12/01/swissmodel/58_340_2wnf.1.A
ENST00000356132 Q1/12/06/swissmodel/46_330_6apl.3.A
ENST00000568546 Q1/27/88/swissmodel/15_791_6rxt.1.J
ENST00000327228 Q1/27/98/swissmodel/4_166_3o77.1.A
ENST00000571995 Q1/28/29/swissmodel/9_178_5szi.1.A
ENST00000295633 Q1/28/41/swissmodel/29_229_1nub.1.A
ENST00000313843 Q1/28/46/swissmodel/2_256_3c98.1.B
ENST00000027335 Q1/28/64/swissmodel/239_767_5iry.1.B
ENST00000370192 Q1/28/82/swissmodel/2_1019_1h7w.2.A
ENST00000369732 Q1/28/89/swissmodel/22_384_5hbf.1.A
ENST00000447092 Q1/28/91/swissmodel/26_442_2pe4.1.A
ENST00000417626 Q1/28/94/swissmodel/135_506_6mtc.44.A
ENST00000437089 Q1/28/99/swissmodel/140_539_4cg4.1.A
ENST00000407951 Q1/29/01/swissmodel/173_451_5wjq.1.C
ENST00000394701 Q1/29/04/swissmodel/149_312_1euj.1.A
ENST00000361891 Q1/29/05/swissmodel/29_361_4atb.1.A
ENST00000303127 Q1/29/07/swissmodel/52_301_2dup.1.A
ENST00000245312 Q1/29/08/swissmodel/35_311_3zux.1.A
ENST00000288235 Q1/29/65/swissmodel/13_758_5tby.1.A
ENST00000373091 Q1/30/03/swissmodel/34_879_5vhx.1.E
ENST00000391929 Q1/30/07/swissmodel/52_206_6df3.1.B
ENST00000327031 Q1/30/45/swissmodel/484_1261_3ffn.1.A
ENST00000616317 Q1/30/85/swissmodel/102_2337_6g2i.1.B
ENST00000219406 Q1/30/87/swissmodel/34_497_5xf7.1.A
ENST00000392358 Q1/30/98/swissmodel/37_469_4wsn.2.A
ENST00000373368 Q1/31/03/swissmodel/24_135_2ch9.1.A
ENST00000512439 Q1/31/06/swissmodel/88_380_5v3m.1.C
ENST00000314103 Q1/31/12/swissmodel/7_377_3fm0.1.A
ENST00000580900 Q1/31/26/swissmodel/9_281_3oze.2.C
ENST00000354209 Q1/31/31/swissmodel/20_558_5iso.1.A
ENST00000314940 Q1/31/51/swissmodel/2_180_5wwg.1.A
ENST00000278568 Q1/31/53/swissmodel/195_509_4wb7.2.A
ENST00000373040 Q1/31/56/swissmodel/41_175_2pi2.1.A
ENST00000523601 Q1/31/88/swissmodel/10_488_4lgd.4.A
ENST00000426705 Q1/32/28/swissmodel/8_471_2ece.1.A
ENST00000427060 Q1/32/39/swissmodel/25_214_5h09.1.A
ENST00000229390 Q1/32/42/swissmodel/10_183_4wij.1.A
ENST00000553521 Q1/32/43/swissmodel/2_182_3uwt.1.A
ENST00000244020 Q1/32/47/swissmodel/1_185_4pkd.1.B
ENST00000306051 Q1/32/58/swissmodel/18_338_6iiu.1.A
ENST00000344777 Q1/32/68/swissmodel/29_275_3o4r.1.A
ENST00000002829 Q1/32/75/swissmodel/27_698_1olz.1.A
ENST00000337979 Q1/32/77/swissmodel/29_246_4jeh.1.B
ENST00000378083 Q1/33/03/swissmodel/36_360_1qrq.1.A
ENST00000544369 Q1/33/04/swissmodel/54_346_5vbl.1.B
ENST00000481273 Q1/33/08/swissmodel/125_685_3dmk.2.A
ENST00000372858 Q1/33/10/swissmodel/8_409_6r5k.1.E
ENST00000348438 Q1/33/24/swissmodel/39_379_6b3j.1.A
ENST00000415427 Q1/33/36/swissmodel/31_386_6qd5.1.A
ENST00000373586 Q1/33/47/swissmodel/1_325_5k0y.1.P
ENST00000389202 Q1/33/49/swissmodel/18_1094_5es4.1.A
ENST00000589262 Q1/33/60/swissmodel/173_475_5wjq.1.C
ENST00000422945 Q1/33/62/swissmodel/34_436_3fga.1.B
ENST00000259467 Q1/33/71/swissmodel/51_277_2trc.1.C
ENST00000299871 Q1/33/98/swissmodel/254_560_5wjq.1.C
ENST00000340309 Q1/34/04/swissmodel/7_147_2c2v.1.B
ENST00000487273 Q1/34/43/swissmodel/207_680_5y31.1.A
ENST00000356955 Q1/34/44/swissmodel/208_691_3g5c.1.A
ENST00000490035 Q1/34/49/swissmodel/30_306_5xwt.1.A
ENST00000576812 Q1/34/70/swissmodel/107_442_4hzs.1.A
ENST00000265686 Q1/34/88/swissmodel/1_827_6c6l.1.N
ENST00000370396 Q1/34/96/swissmodel/33_544_1m7r.1.A
ENST00000379645 Q1/35/07/swissmodel/15_828_5zbg.1.A
ENST00000355810 Q1/35/08/swissmodel/26_259_1og3.1.A
ENST00000381733 Q1/35/10/swissmodel/27_395_5u81.1.A
ENST00000315520 Q1/35/20/swissmodel/22_253_5c5x.1.A
ENST00000359087 Q1/35/64/swissmodel/6_534_1r4m.1.A
ENST00000284154 Q1/35/88/swissmodel/1_216_1gri.1.B
ENST00000261889 Q1/35/96/swissmodel/145_517_6h7w.1.D
ENST00000229214 Q1/36/01/swissmodel/39_322_6rxv.33.A
ENST00000304611 Q1/36/08/swissmodel/202_975_5ifw.1.B
ENST00000394549 Q1/36/09/swissmodel/21_281_3w3d.1.B
ENST00000382275 Q1/36/34/swissmodel/54_596_5erd.1.A
ENST00000578921 Q1/36/36/swissmodel/3_167_2fg5.1.A
ENST00000360693 Q1/36/39/swissmodel/4_328_6ibl.1.A
ENST00000555728 Q1/36/83/swissmodel/34_1085_3ije.1.A
ENST00000448666 Q1/37/24/swissmodel/63_837_5mhf.1.A
ENST00000368081 Q1/37/33/swissmodel/38_1029_3wgu.1.A
ENST00000619493 Q1/37/95/swissmodel/4_187_4zi3.1.A
ENST00000264741 Q1/37/97/swissmodel/30_983_3ije.1.A
ENST00000259486 Q1/38/22/swissmodel/55_860_4zg7.1.A
ENST00000333628 Q1/38/85/swissmodel/1_426_5jco.1.F
ENST00000381344 Q1/39/07/swissmodel/4_227_2i6k.1.A
ENST00000588776 Q1/39/38/swissmodel/87_275_3e3r.1.A
ENST00000266395 Q1/39/56/swissmodel/5_83_6mzb.1.C
ENST00000401731 Q1/40/02/swissmodel/35_235_5vst.1.A
ENST00000259407 Q1/40/32/swissmodel/2_410_3hlk.1.A
ENST00000257017 Q1/40/88/swissmodel/34_234_1kzg.1.B
ENST00000237654 Q1/40/94/swissmodel/15_281_5lqf.1.B
ENST00000569669 Q1/41/37/swissmodel/116_746_6em5.1.5
ENST00000431736 Q1/41/39/swissmodel/87_1062_3m62.1.A
ENST00000328771 Q1/41/47/swissmodel/150_994_5n9f.2.A
ENST00000581977 Q1/41/64/swissmodel/1_648_4im0.1.A
ENST00000613549 Q1/41/84/swissmodel/125_404_2r83.1.A
ENST00000290399 Q1/41/90/swissmodel/12_348_4zp4.1.B
ENST00000324989 Q1/41/94/swissmodel/15_496_4b3z.1.A
ENST00000343218 Q1/41/95/swissmodel/13_489_4cns.1.A
ENST00000301263 Q1/42/10/swissmodel/20_94_2l03.1.A
ENST00000221847 Q1/42/13/swissmodel/31_227_5fuc.2.B
ENST00000440191 Q1/42/40/swissmodel/23_401_3eiq.1.C
ENST00000372642 Q1/42/49/swissmodel/60_289_4qn0.1.A
ENST00000248598 Q1/43/14/swissmodel/25_438_1m1j.1.F
ENST00000597960 Q1/43/18/swissmodel/102_367_1kt0.1.A
ENST00000397473 Q1/43/30/swissmodel/21_305_5vbl.1.B
ENST00000226798 Q1/43/31/swissmodel/41_188_2yug.1.A
ENST00000439174 Q1/43/44/swissmodel/20_376_3v00.1.A
ENST00000447102 Q1/43/53/swissmodel/7_236_3orh.1.A
ENST00000309894 Q1/44/06/swissmodel/29_222_1huw.1.A
ENST00000505354 Q1/44/09/swissmodel/11_515_5gn5.1.B
ENST00000358842 Q1/44/10/swissmodel/11_517_2d4w.1.A
ENST00000392701 Q1/44/35/swissmodel/81_632_6iwq.2.A
ENST00000583088 Q1/45/00/swissmodel/42_372_3sph.1.A
ENST00000326842 Q1/45/07/swissmodel/27_131_2j4t.1.A
ENST00000351270 Q1/45/20/swissmodel/192_557_4duu.1.A
ENST00000251646 Q1/45/25/swissmodel/52_262_6jlb.1.C
ENST00000396423 Q1/45/41/swissmodel/10_328_4iqr.2.A
ENST00000446526 Q1/45/58/swissmodel/7_354_2ji4.1.A
ENST00000265362 Q1/45/63/swissmodel/26_669_1olz.1.B
ENST00000381340 Q1/45/71/swissmodel/6_2635_6dr0.1.C
ENST00000360428 Q1/45/74/swissmodel/136_677_5iry.1.A
ENST00000359227 Q1/45/76/swissmodel/38_250_5ca5.1.A
ENST00000589046 Q1/45/85/swissmodel/115_393_5wjq.1.C
ENST00000649015 Q1/46/43/swissmodel/6_2692_6dqs.1.D
ENST00000457734 Q1/46/51/swissmodel/122_627_1pxy.2.A
ENST00000601291 Q1/46/53/swissmodel/189_422_1j2f.2.A
ENST00000339994 Q1/46/54/swissmodel/32_359_6c3o.1.B
ENST00000322444 Q1/46/81/swissmodel/70_240_3drx.1.C
ENST00000374518 Q1/46/92/swissmodel/54_1267_6rxt.1.Z
ENST00000619987 Q1/46/96/swissmodel/54_193_2rqk.1.A
ENST00000346178 Q1/46/97/swissmodel/33_944_5ied.1.A
ENST00000490337 Q1/47/22/swissmodel/91_413_6ebk.1.A
ENST00000485511 Q1/47/38/swissmodel/110_512_3fga.1.B
ENST00000392320 Q1/47/65/swissmodel/2_676_1yvl.2.A
ENST00000340992 Q1/47/73/swissmodel/47_264_4oia.1.A
ENST00000358485 Q1/47/90/swissmodel/223_478_4jj7.1.A
ENST00000397902 Q1/47/U1/swissmodel/111_389_5wjq.1.C
ENST00000604255 Q1/48/02/swissmodel/21_87_2jp3.1.A
ENST00000467425 Q1/48/31/swissmodel/41_849_6n51.1.A
ENST00000538487 Q1/48/33/swissmodel/41_846_6n51.1.A
ENST00000293190 Q1/49/57/swissmodel/28_838_5iou.1.C
ENST00000320578 Q1/49/64/swissmodel/5_187_2f7s.1.A
ENST00000216540 Q1/49/73/swissmodel/28_308_4n7w.1.A
ENST00000541867 Q1/49/82/swissmodel/33_315_5xwu.1.C
ENST00000367980 Q1/49/94/swissmodel/7_352_4nqa.1.B
ENST00000492933 Q1/50/08/swissmodel/1_389_5l4k.1.J
ENST00000451025 Q1/50/13/swissmodel/54_274_6f0x.1.G
ENST00000360458 Q1/50/14/swissmodel/120_286_6ago.1.B
ENST00000616972 Q1/50/19/swissmodel/34_305_3ftq.1.A
ENST00000650792 Q1/50/31/swissmodel/50_900_6q89.1.A
ENST00000216039 Q1/50/40/swissmodel/24_199_6pgv.1.A
ENST00000319410 Q1/50/46/swissmodel/71_575_6ilh.1.A
ENST00000293217 Q1/50/67/swissmodel/1_654_1is2.1.A
ENST00000456324 Q1/50/72/swissmodel/13_291_5wjq.1.C
ENST00000540342 Q1/50/77/swissmodel/15_315_4xnw.2.A
ENST00000397147 Q1/50/80/swissmodel/9_330_2dyb.1.A
ENST00000617249 Q1/50/84/swissmodel/20_395_5ayk.1.A
ENST00000262890 Q1/51/02/swissmodel/5_216_3dt6.1.A
ENST00000375069 Q1/51/09/swissmodel/23_322_4ybh.1.C
ENST00000428675 Q1/51/11/swissmodel/110_852_3qr1.1.A
ENST00000392571 Q1/51/18/swissmodel/42_423_2q8f.1.A
ENST00000568479 Q1/51/20/swissmodel/13_400_2pnr.1.A
ENST00000368076 Q1/51/21/swissmodel/1_130_1n3k.1.A
ENST00000396396 Q1/51/24/swissmodel/6_567_1c4g.1.B
ENST00000353379 Q1/51/31/swissmodel/34_343_5acb.1.B
ENST00000378501 Q1/51/47/swissmodel/5_858_3qr1.1.A
ENST00000265627 Q1/51/66/swissmodel/23_354_4q1u.1.A
ENST00000164133 Q1/51/73/swissmodel/69_466_3fga.1.B
ENST00000541323 Q1/51/98/swissmodel/74_374_5t89.1.D
ENST00000291576 Q1/52/69/swissmodel/2_879_6nd4.1.K
ENST00000251645 Q1/53/23/swissmodel/116_338_6f1t.1.U
ENST00000371697 Q1/53/27/swissmodel/72_314_6cf6.1.B
ENST00000316843 Q1/53/34/swissmodel/15_950_6n8q.1.A
ENST00000359462 Q1/53/66/swissmodel/100_355_1j4w.1.B
ENST00000262306 Q1/53/70/swissmodel/1_118_2ma9.1.B
ENST00000309170 Q1/53/91/swissmodel/12_302_4pxz.1.A
ENST00000377921 Q1/54/04/swissmodel/34_255_5a5c.1.A
ENST00000487099 Q1/54/06/swissmodel/56_472_4nqa.2.B
ENST00000531382 Q1/54/18/swissmodel/56_671_4oli.1.A
ENST00000336714 Q1/54/37/swissmodel/3_764_5kyn.1.A
ENST00000375394 Q1/54/77/swissmodel/257_1244_6ro1.1.A
ENST00000397122 Q1/55/61/swissmodel/216_434_6hik.1.A
ENST00000598810 Q1/55/62/swissmodel/220_447_5dq8.2.A
ENST00000641449 Q1/56/15/swissmodel/23_307_6mh8.1.A
ENST00000641256 Q1/56/19/swissmodel/40_311_3vg9.1.A
ENST00000322301 Q1/56/22/swissmodel/21_307_6mxt.1.A
ENST00000313582 Q1/56/53/swissmodel/51_312_5le3.2.A
ENST00000505618 Q1/56/69/swissmodel/2_173_2p2l.1.C
ENST00000345363 Q1/57/22/swissmodel/13_288_5x33.1.A
ENST00000650645 Q1/57/43/swissmodel/10_302_5ung.1.A
ENST00000651487 Q1/57/60/swissmodel/16_343_6ibl.1.A
ENST00000358117 Q1/57/77/swissmodel/11_291_3rl5.1.A
ENST00000372813 Q1/57/85/swissmodel/6_304_3lca.1.A
ENST00000276410 Q1/58/25/swissmodel/33_488_6pv7.1.A
ENST00000441779 Q1/58/33/swissmodel/5_593_4cca.1.A
ENST00000312579 Q1/58/34/swissmodel/46_147_4zry.1.B
ENST00000054666 Q1/58/36/swissmodel/11_98_2kog.1.A
ENST00000240662 Q1/58/42/swissmodel/32_368_3spg.1.A
ENST00000372013 Q1/58/47/swissmodel/19_66_5cwg.1.A
ENST00000320356 Q1/59/10/swissmodel/10_740_5hyn.1.A
ENST00000282928 Q1/59/15/swissmodel/162_387_5v3j.1.C
ENST00000240499 Q1/59/28/swissmodel/196_474_5wjq.1.C
ENST00000314531 Q1/59/35/swissmodel/118_403_5wjq.1.C
ENST00000342483 Q1/59/37/swissmodel/190_468_5wjq.1.C
ENST00000543802 Q1/59/73/swissmodel/81_341_5wjq.1.C
ENST00000638419 Q1/60/99/swissmodel/23_862_5wek.1.A
ENST00000511912 Q1/61/34/swissmodel/37_617_2gmh.1.A
ENST00000329903 Q1/62/80/swissmodel/128_581_5h3o.1.A
ENST00000369771 Q1/63/22/swissmodel/81_468_5wie.1.B
ENST00000274545 Q1/64/45/swissmodel/33_443_6huo.1.A
ENST00000301218 Q1/64/78/swissmodel/22_862_5wek.1.A
ENST00000225823 Q1/65/15/swissmodel/40_453_4nyk.1.A
ENST00000262340 Q1/65/18/swissmodel/2_533_4ryz.1.B
ENST00000286639 Q1/65/20/swissmodel/24_89_5vpe.1.A
ENST00000008527 Q1/65/26/swissmodel/3_505_4i6j.1.A
ENST00000337537 Q1/65/37/swissmodel/51_423_2iae.2.B
ENST00000320934 Q1/65/49/swissmodel/143_616_4omc.1.A
ENST00000334077 Q1/65/59/swissmodel/1_63_2ypa.1.A
ENST00000368121 Q1/65/70/swissmodel/48_315_5wb2.1.A
ENST00000380084 Q1/65/76/swissmodel/7_410_3cfs.1.A
ENST00000316355 Q1/65/89/swissmodel/21_296_1e9h.1.B
ENST00000306006 Q1/66/00/swissmodel/147_426_5wjq.1.C
ENST00000392370 Q1/66/02/swissmodel/33_402_6e3y.1.F
ENST00000250615 Q1/66/13/swissmodel/18_196_1ib1.1.C
ENST00000222812 Q1/66/23/swissmodel/2_248_3c98.1.B
ENST00000376894 Q1/66/53/swissmodel/31_202_4f9l.1.A
ENST00000617897 Q1/66/63/swissmodel/48_113_2hcc.1.A
ENST00000257863 Q1/66/71/swissmodel/199_514_3g2f.1.A
ENST00000261483 Q1/67/06/swissmodel/116_1144_2alw.1.A
ENST00000471770 Q1/67/18/swissmodel/5_116_5xtb.1.G
ENST00000349466 Q1/67/20/swissmodel/50_1059_5zmw.1.A
ENST00000403892 Q1/67/62/swissmodel/2_293_1dp2.1.A
ENST00000331380 Q1/67/77/swissmodel/3_129_1eqz.1.G
ENST00000393324 Q1/67/98/swissmodel/48_602_1gq2.1.A
ENST00000452681 Q1/68/16/swissmodel/11_333_4ysm.1.A
ENST00000216780 Q1/68/22/swissmodel/28_640_3dt7.3.A
ENST00000342907 Q1/68/42/swissmodel/68_349_2wml.1.A
ENST00000492758 Q1/68/64/swissmodel/1_113_4rnd.1.B
ENST00000232375 Q1/68/77/swissmodel/38_469_1bif.1.A
ENST00000310836 Q1/68/80/swissmodel/19_452_5nlm.1.A
ENST00000532324 Q1/7R/31/swissmodel/5_272_2y1h.1.A
ENST00000380069 Q1/7R/C7/swissmodel/136_712_5b86.1.A
ENST00000369230 Q1/7R/R3/swissmodel/19_467_1hpl.1.A
ENST00000436428 Q1/L6/U9/swissmodel/37_117_1xhh.1.A
ENST00000512953 Q1/W4/C9/swissmodel/31_93_2jxd.1.A
ENST00000303538 Q2/9R/F7/swissmodel/31_1126_5hdt.1.A
ENST00000338896 Q2/HX/U8/swissmodel/109_271_1sl6.1.A
ENST00000371542 Q2/I0/M4/swissmodel/40_256_2xot.1.B
ENST00000569714 Q2/KH/N1/swissmodel/3_162_3hcs.1.A
ENST00000404938 Q2/M3/G0/swissmodel/12_1244_4f4c.1.A
ENST00000223026 Q2/M3/T9/swissmodel/38_452_2pe4.1.A
ENST00000523374 Q2/M3/X9/swissmodel/221_548_5wjq.1.C
ENST00000417209 Q2/M5/E4/swissmodel/8_139_2a72.1.A
ENST00000339485 Q2/NL/98/swissmodel/8_121_6snz.1.B
ENST00000441178 Q2/QD/12/swissmodel/4_225_3ovp.1.B
ENST00000497473 Q2/TA/A2/swissmodel/14_239_3mil.1.A
ENST00000354624 Q2/TB/90/swissmodel/1_910_1bg3.1.A
ENST00000538173 Q2/VI/R3/swissmodel/39_460_6fec.1.V
ENST00000508064 Q2/VP/A4/swissmodel/158_543_5o35.1.C
ENST00000389286 Q2/VW/P7/swissmodel/37_820_6iaa.2.A
ENST00000421176 Q2/VY/69/swissmodel/230_535_5v3j.2.C
ENST00000587331 Q2/WE/N9/swissmodel/27_422_5k6w.1.B
ENST00000395671 Q3/09/B1/swissmodel/3_334_4cg4.1.A
ENST00000322066 Q3/0K/Q6/swissmodel/22_61_1kj6.1.A
ENST00000262764 Q3/2N/B8/swissmodel/82_547_3hsi.1.A
ENST00000592875 Q3/2N/C0/swissmodel/5_116_1x0t.1.A
ENST00000261249 Q3/2P/41/swissmodel/95_469_5yac.1.A
ENST00000529309 Q3/2P/44/swissmodel/209_869_4ci8.1.A
ENST00000357495 Q3/2P/51/swissmodel/2_193_2lyv.1.A
ENST00000268797 Q3/B7/J2/swissmodel/5_363_5a02.1.A
ENST00000423676 Q3/B8/N2/swissmodel/1_356_4han.1.A
ENST00000520965 Q3/KN/S6/swissmodel/153_431_5wjq.1.C
ENST00000332281 Q3/KN/W1/swissmodel/129_288_5wjq.1.C
ENST00000273905 Q3/KN/W5/swissmodel/36_312_3zuy.1.A
ENST00000341048 Q3/KP/44/swissmodel/24_483_4rlv.1.A
ENST00000401445 Q3/KP/I0/swissmodel/35_232_5f3j.1.B
ENST00000409858 Q3/KQ/V9/swissmodel/6_501_1jv3.1.A
ENST00000577745 Q3/KQ/Z1/swissmodel/2_296_6gci.1.A
ENST00000409466 Q3/KR/A6/swissmodel/5_111_6byh.3.C
ENST00000378875 Q3/KR/A9/swissmodel/10_229_3tht.2.A
