TRAJ23 A0A075B6U7
LARS1 Q9P2J5
GAGE2D Q9UEU5
PRODH2 Q9UF12
SFMBT1 Q9UHJ3
AK3 Q9UIJ7
MCM8 Q9UJA3
ALK Q9UM73
MED16 Q9Y2X0
MAB21L2 Q9Y586
IGKJ1 A0A0A0MT89
ARHGAP42 A6NI28
POM121C A8CG34
GIPC1 O14908
LAMTOR5 O43504
ADGRB2 O60241
ZG16 O60844
CS O75390
PRKCG P05129
APOA4 P06727
NR3C2 P08235
COL4A2 P08572
GNAI3 P08754
CLTB P09497
H2AC11 P0C0S8
BCL2 P10415
FGFR1 P11362
H1-3 P16402
ATF6 P18850
TFEB P19484
NCF2 P19878
PAICS P22234
FPR2 P25090
DDX6 P26196
CNGA1 P29973
BCL6 P41182
CDX1 P47902
ARL4D P49703
SEPHS1 P49903
SLC7A2 P52569
STC1 P52823
NDST1 P52848
SLC18A1 P54219
ZNF45 Q02386
ACTN3 Q08043
NAIP Q13075
ATP1A4 Q13733
GRB7 Q14451
TWIST1 Q15672
DGKD Q16760
INF2 Q27J81
ARMCX4 Q5H9R4
DMRTC1 Q5HYR2
EARS2 Q5JPH6
CLLU1-AS1 Q5K130
TMEM69 Q5SWH9
CCNYL2 Q5T2Q4
SFRP5 Q5T4F7
ZBTB37 Q5TC79
MEI1 Q5TIA1
ANKRD22 Q5VYY1
WDR25 Q64LD2
DCAF15 Q66K64
ANKS6 Q68DC2
ANKRD34A Q69YU3
C11orf87 Q6NUJ2
SCARA5 Q6ZMJ2
UBE2R2 Q712K3
ADAMTS13 Q76LX8
FCRLA Q7L513
ARMC9 Q7Z3E5
ADM2 Q7Z4H4
MARCHF9 Q86YJ5
PELI3 Q8N2H9
IGSF1 Q8N6C5
SCAI Q8N9R8
BANK1 Q8NDB2
ZNF564 Q8TBZ8
TMEM163 Q8TC26
STT3B Q8TCJ2
ZNF675 Q8TD23
EOLA1 Q8TE69
PPP4R1 Q8TF05
IL22RA2 Q969J5
CREB3L1 Q96BA8
SLAMF6 Q96DU3
EDC3 Q96F86
MRFAP1L1 Q96HT8
SLC38A2 Q96QD8
WRNIP1 Q96S55
ATP6V0B Q99437
GPR20 Q99678
ARID3A Q99856
TRMT61B Q9BVS5
TEKT3 Q9BXF9
EIF5A2 Q9GZV4
CHRNA10 Q9GZZ6
BRF2 Q9HAW0
IL1RL2 Q9HB29
ANKH Q9HCJ1
MYOZ1 Q9NP98
IFT46 Q9NQC8
PHPT1 Q9NRX4
CLN6 Q9NWW5
IMPACT Q9P2X3
LIMA1 Q9UHB6
RAB23 Q9ULC3
NDRG4 Q9ULP0
MAGED1 Q9Y5V3
SLC12A7 Q9Y666
TINCR A0A2R8Y7D0
PI4KAP2 A4QPH2
C11orf86 A6NJI1
OR5K4 A6NMS3
GABRR3 A8MPY1
CNK3/IPCEF1 G9CGD6
CLDN34 H7C241
PITPNM1 O00562
RBFOX2 O43251
NDUFC1 O43677
KIAA0513 O60268
GSDME O60443
ANKRD17 O75179
SC5D O75845
FADS2 O95864
CFD P00746
GNRH1 P01148
MSMB P08118
PKHD1 P08F94
CTSE P14091
SPI1 P17947
PSMB6 P28072
S100A2 P29034
LRPAP1 P30533
GALNS P34059
KCNJ3 P48549
RPIA P49247
BRCA2 P51587
KIF11 P52732
CCZ1B P86790
MEF2A Q02078
PSME1 Q06323
USP4 Q13107
CAMK2G Q13555
CCNI Q14094
SPIDR Q14159
ZNF638 Q14966
UBXN2B Q14CS0
WDR43 Q15061
PCOLCE Q15113
GUSBP1 Q15486
TRAM1 Q15629
COL28A1 Q2UY09
ARL13B Q3SXY8
FAM78A Q5JUQ0
LAMTOR1 Q6IAA8
PGM2L1 Q6PCE3
UNQ6126/PRO20091 Q6UXV3
RIC3 Q7Z5B4
C12orf40 Q86WS4
PRR15 Q8IV56
CEP97 Q8IW35
SUPV3L1 Q8IYB8
KIR2DL5A Q8N109
MUC15 Q8N387
ARHGAP18 Q8N392
TMEM130 Q8N3G9
CPA6 Q8N4T0
OR52N2 Q8NGI0
OR4D6 Q8NGJ1
OR10G9 Q8NGN4
RAB3IL1 Q8TBN0
CPT1C Q8TCG5
ABHD5 Q8WTS1
C15orf40 Q8WUR7
ZNRF4 Q8WWF5
POMGNT1 Q8WZA1
FGF13 Q92913
FAM104A Q969W3
FAM81B Q96LP2
ADAD1 Q96M93
VPS35 Q96QK1
ZBTB18 Q99592
MGLL Q99685
CPPED1 Q9BRF8
PIMREG Q9BSJ6
ABHD6 Q9BV23
CEP250 Q9BV73
NXF2 Q9GZY0
UBA5 Q9GZZ9
ISCU Q9H1K1
CXCL16 Q9H2A7
ACKR4 Q9NPB9
BRD7 Q9NPI1
ZNF302 Q9NR11
GID8 Q9NWU2
MOCS1 Q9NZB8
CPA4 Q9UI42
LNPEP Q9UIQ6
ADAMTS7 Q9UKP4
WDR3 Q9UNX4
DHDH Q9UQ10
EXO1 Q9UQ84
ENTPD4 Q9Y227
ATP6V0A2 Q9Y487
LSM5 Q9Y4Y9
PCDHGC4 Q9Y5F7
PCDHGA6 Q9Y5G7
CAPN7 Q9Y6W3
PRAMEF33 A0A0G2JMD5
TMEM82 A0PJX8
BTBD17 A6NE02
NPIPB13 A6NJU9
OR2AG2 A6NM03
IGLL5 B9A064
LY6L H3BQJ8
ARHGAP33 O14559
PHYH O14832
TEX33 O43247
GJB3 O75712
RNF8 O76064
KIF20A O95235
TGDS O95455
CD8A P01732
CSF1R P07333
MAP2 P11137
CYP19A1 P11511
HGF P14210
ATF7 P17544
HRC P23327
PTPRD P23468
LTK P29376
HSD17B3 P37058
SLC26A3 P40879
TSFM P43897
USP5 P45974
ALDH5A1 P51649
ZNF41 P51814
FXYD6P3 P58550
DSTN P60981
SEC61A1 P61619
LIPE Q05469
HSPB3 Q12988
GRM7 Q14831
TAF7 Q15545
INPP5J Q15735
MAPK14 Q16539
ARHGAP44 Q17R89
SPDYE7P Q495Y7
ACBD5 Q5T8D3
GFI1B Q5VTD9
FHIP2A Q5W0V3
CRYBG3 Q68DQ2
LAIR1 Q6GTX8
DGAT2L7P Q6IED9
SLC4A10 Q6U841
IGFL1 Q6UW32
PPP1R21 Q6ZMI0
CHST3 Q7LGC8
TAS2R42 Q7RTR8
TAS1R1 Q7RTX1
PHYKPL Q8IUZ5
NXPE1 Q8N323
NBPF15 Q8N660
ARFGAP2 Q8N6H7
KLHDC1 Q8N7A1
AMER2 Q8N7J2
ZNF511 Q8NB15
DUSP18 Q8NEJ0
LINS1 Q8NG48
OR4X2 Q8NGF9
OR5D13 Q8NGL4
OR13C4 Q8NGS5
BBS10 Q8TAM1
ABHD4 Q8TB40
MRPL30 Q8TCC3
HMGB4 Q8WW32
FCGR1B Q92637
TBRG4 Q969Z0
COA7 Q96BR5
RASD2 Q96D21
ZBTB10 Q96DT7
ASIC4 Q96FT7
ATXN7L3B Q96GX2
CLPTM1L Q96KA5
ALPK3 Q96L96
CCDC43 Q96MW1
ARHGEF17 Q96PE2
KIF20B Q96Q89
SMC6 Q96SB8
MYCBP Q99417
ABCA3 Q99758
ESYT1 Q9BSJ8
PRR15L Q9BU68
RAB1B Q9H0U4
IRF2BPL Q9H1B7
EPB41L4B Q9H329
UNC45A Q9H3U1
SENP3 Q9H4L4
ZNF408 Q9H9D4
ZNF556 Q9HAH1
ATP13A1 Q9HD20
PRTFDC1 Q9NRG1
FAM207A Q9NSI2
MRPL15 Q9P015
SEC14L4 Q9UDX3
CNTNAP2 Q9UHC6
POLG2 Q9UHN1
MGAT4A Q9UM21
IGLJ1 A0A0A0MT76
TRAV39 A0A0B4J263
GGT3P A6NGU5
FAM90A27P A6NNH2
NUTM2B A6NNL0
CYSRT1 A8MQ03
ZNF705E A8MWA4
FAM72C H0Y354
NUP42 O15504
NME6 O75414
PLPBP O94903
OR4F21 O95013
TCL1B O95988
LGALS2 P05162
CDK1 P06493
MGP P08493
POLA1 P09884
ZCCHC18 P0CG32
CFC1 P0CG37
FGF5 P12034
COX7A2 P14406
CPN1 P15169
HTN1 P15515
CYP11B1 P15538
ATP5PF P18859
CR2 P20023
BGN P21810
WARS1 P23381
PSMA2 P25787
COL5A3 P25940
TAGLN2 P37802
TNFSF9 P41273
CA7 P43166
LPAR6 P43657
P2RY1 P47900
CCN3 P48745
TAS2R43 P59537
PNRC1 Q12796
MYO1E Q12965
CUL4B Q13620
ITGA7 Q13683
NBR1 Q14596
E2F4 Q16254
HAGH Q16775
TTLL9 Q3SXZ7
SV2C Q496J9
VPS26B Q4G0F5
LRRC23 Q53EV4
MPPE1 Q53F39
CELF3 Q5SZQ8
E4F1 Q66K89
SFTA2 Q6UW10
TPTE2 Q6XPS3
USP31 Q70CQ4
R3HCC1L Q7Z5L2
NR2C2AP Q86WQ0
DDX42 Q86XP3
NRROS Q86YC3
LAX1 Q8IWV1
RNF113B Q8IZP6
ZNF444 Q8N0Y2
SLC66A2 Q8N2U9
CNEP1R1 Q8N9A8
TOPAZ1 Q8N9V7
PHC3 Q8NDX5
GPR151 Q8TDV0
TMEM255B Q8WV15
KLHL6 Q8WZ60
LHX4 Q969G2
GFM2 Q969S9
ELMO3 Q96BJ8
ZNF837 Q96EG3
AURKB Q96GD4
MYO19 Q96H55
NEURL4 Q96JN8
ZFR Q96KR1
KIF16B Q96L93
TIMP4 Q99727
NDFIP1 Q9BT67
REPIN1 Q9BWE0
GPR63 Q9BZJ6
ALX4 Q9H161
OR51I2 Q9H344
SEMA6B Q9H3T3
PRKRIP1 Q9H875
LRRC4C Q9HCJ2
GP6 Q9HCN6
PARP11 Q9NR21
THEG Q9P2T0
NAT8 Q9UHE5
TRPS1 Q9UHF7
PRO1716 Q9UHU1
GDF2 Q9UK05
VPREB3 Q9UKI3
INO80 Q9ULG1
PCDHB12 Q9Y5F1
HS3ST3B1 Q9Y662
RPS6KL1 Q9Y6S9
DEFB131B A0A096LNP1
SMIM35 A0A1B0GVV1
LNP1 A1A4G5
SPDYE2B A6NHP3
RIMBP3C A6NJZ7
HIDE1 A8MVS5
SEC14L6 B5MCN3
PIK3CD O00329
AGPAT2 O15120
YY2 O15391
GET3 O43681
BNIP3L O60238
EIF4E2 O60573
SLCO2B1 O94956
CTDNEP1 O95476
CLDN9 O95484
LDOC1 O95751
GHRH P01286
OPN1MW3 P0DN78
RAP2A P10114
PDIA4 P13667
ETS1 P14921
B4GALT1 P15291
PECAM1 P16284
GUCY2C P25092
BMP8B P34820
TIMP3 P35625
USP8 P40818
CDK8 P49336
CCL11 P51671
HNRNPA3 P51991
AK2 P54819
CLDN20 P56880
KRTAP10-10 P60014
RAP2B P61225
ISL1 P61371
SLC25A3 Q00325
HNRNPU Q00839
IRAG2 Q12912
HNRNPA0 Q13151
LAMB3 Q13751
EBI3 Q14213
FZD2 Q14332
SLC9A3R2 Q15599
ZNF423 Q2M1K9
LEXM Q3ZCV2
CCSMST1 Q4G0I0
MEST Q5EB52
NHLRC3 Q5JS37
PHF19 Q5T6S3
SPECC1L Q69YQ0
SFRP4 Q6FHJ7
ADNP2 Q6IQ32
SLC27A1 Q6PCB7
POTEA Q6S8J7
ZNF365 Q70YC5
WDR5B Q86VZ2
VPS37D Q86XT2
GPSM1 Q86YR5
EGFL6 Q8IUX8
DENND1C Q8IV53
PHC2 Q8IXK0
SPART Q8N0X7
OSR2 Q8N2R0
CMYA5 Q8N3K9
TMEM105 Q8N8V8
TRPV1 Q8NER1
OR4C6 Q8NH72
SPPL3 Q8TCT6
ZPLD1 Q8TCW7
SPIRE2 Q8WWL2
OSTF1 Q92882
TCEAL3 Q969E4
ZNF560 Q96MR9
PWWP2A Q96N64
SLC50A1 Q9BRV3
TUBGCP2 Q9BSJ2
ZNF416 Q9BWM5
SPANXD Q9BXN6
TRIM54 Q9BYV2
GTPBP4 Q9BZE4
PNAS-138 Q9BZS9
TMEM126A Q9H061
SLC25A51 Q9H1U9
DCSTAMP Q9H295
POMK Q9H5K3
PHAX Q9H814
VPS37B Q9H9H4
MEPE Q9NQ76
SERTAD4 Q9NUC0
PAQR5 Q9NXK6
TMEM181 Q9P2C4
SLC17A7 Q9P2U7
ENOPH1 Q9UHY7
POU2F3 Q9UKI9
RALY Q9UKM9
CDV3 Q9UKY7
GSTK1 Q9Y2Q3
KCNE2 Q9Y6J6
TRGV8 A0A0C4DH27
TRBV2 A0A1B0GX68
CCDC66 A2RUB6
EME2 A4GXA9
GOLGA6L9 A6NEM1
INSYN2B A6NMK8
LACTBL1 A8MY62
PATL2 C9JE40
TULP2 O00295
OVOL1 O14753
POLR1G O15446
FLRT2 O43155
GMDS O60547
FCMR O60667
CST8 O60676
KPNA6 O60684
CDK2AP2 O75956
TPPP O94811
NDUFB8 O95169
CELF2 O95319
IGLV2-14 P01704
ITGAV P06756
HMBS P08397
TSPY10 P0CW01
IRF2 P14316
RPA2 P15927
ACADS P16219
FAH P16930
ITPKB P27987
TGFBR2 P37173
EPS15 P42566
RP1 P56715
RIPK4 P57078
CACNG7 P62955
TGFBR3 Q03167
DLX2 Q07687
SOS1 Q07889
RAD51AP2 Q09MP3
LMAN2 Q12907
AIMP2 Q13155
CRHR2 Q13324
IL10RA Q13651
SERTAD2 Q14140
IRF4 Q15306
TGIF1 Q15583
LY6E Q16553
FAM110C Q1W6H9
MTERF2 Q49AM1
CALHM4 Q5JW98
CC2D1B Q5T0F9
C1orf189 Q5VU69
KIAA0319 Q5VV43
SLC25A25 Q6KCM7
ARMC6 Q6NXE6
FBXO38 Q6PIJ6
TMEM107 Q6UX40
TMEM14EP Q6UXP3
SPATA31D1 Q6ZQQ2
BEND4 Q6ZU67
RNF180 Q86T96
CHSY1 Q86X52
VSIG1 Q86XK7
FNBP4 Q8N3X1
CRACR2B Q8N4Y2
ADGB Q8N7X0
USP32 Q8NFA0
SLC24A4 Q8NFF2
HELB Q8NG08
OR2T29 Q8NH02
CMTM2 Q8TAZ6
TMEM37 Q8WXS4
DYRK2 Q92630
P2RX5 Q93086
YIPF6 Q96EC8
TMEM80 Q96HE8
SH3YL1 Q96HL8
RNF170 Q96K19
H2AC1 Q96QV6
FNBP1 Q96RU3
DDO Q99489
GPR61 Q9BZJ8
COPS7B Q9H9Q2
XPO5 Q9HAV4
FBRSL1 Q9HCM7
TRPC7 Q9HCX4
COPRS Q9NQ92
STARD7 Q9NQZ5
PIGV Q9NUD9
RLIM Q9NVW2
OSER1 Q9NX31
SPANXC Q9NY87
MARCHF2 Q9P0N8
PIPOX Q9P0Z9
SLAIN2 Q9P270
PARP2 Q9UGN5
SALL4 Q9UJQ4
ADAM28 Q9UKQ2
SIK3 Q9Y2K2
PCDHB4 Q9Y5E5
hCG_2014768 A0A024R1R8
CFAP69 A5D8W1
CLDN24 A6NM45
BECN2 A8MW95
FOXE1 O00358
DCTN6 O00399
HSPB6 O14558
DVL1 O14640
SEC16A O15027
GNRH2 O43555
SYT7 O43581
RPS6KA5 O75582
GPR75 O95800
ERBB2 P04626
RPLP1 P05386
ZDHHC11B P0C7U3
H3Y2 P0DPK5
ENG P17813
NELFE P18615
GZMH P20718
TACR2 P21452
ITPKA P23677
UGT1A5 P35504
HNF1B P35680
HTR5A P47898
HSD17B4 P51659
CLDN18 P56856
GPLD1 P80108
SP3 Q02447
SOX4 Q06945
MOGS Q13724
GAMT Q14353
GRM2 Q14416
ZNF268 Q14587
POLD3 Q15054
NPY5R Q15761
CLPP Q16740
LONRF1 Q17RB8
DOK7 Q18PE1
IQCJ Q1A5X6
MS4A18 Q3C1V0
SPATA45 Q537H7
NOL9 Q5SY16
RIPPLY2 Q5TAB7
SHOC1 Q5VXU9
CENPP Q6IPU0
COLCA1 Q6ZS62
C8orf86 Q6ZUL3
TCF24 Q7RTU0
MIER3 Q7Z3K6
ABHD12B Q7Z5M8
BTLA Q7Z6A9
PBRM1 Q86U86
ZFPM1 Q8IX07
TAF1L Q8IZX4
UBE2J2 Q8N2K1
PNPLA1 Q8N8W4
OR2T34 Q8NGX1
OR13G1 Q8NGZ3
OR56B4 Q8NH76
TMEM167A Q8TBQ9
RASGRP4 Q8TDF6
RB1CC1 Q8TDY2
SETD7 Q8WTS6
THEM6 Q8WUY1
PP6455 Q8WZ26
SORL1 Q92673
COPS5 Q92905
CPNE2 Q96FN4
DTD2 Q96FN9
PTCHD1 Q96NR3
SIN3A Q96ST3
SEPHS2 Q99611
KCTD14 Q9BQ13
HIRIP3 Q9BW71
BCL2L13 Q9BXK5
PACSIN1 Q9BY11
RAB34 Q9BZG1
ZNF350 Q9GZX5
RAB33B Q9H082
PRDM13 Q9H4Q3
DUSP21 Q9H596
PARVB Q9HBI1
ROBO2 Q9HCK4
MRPL40 Q9NQ50
STK36 Q9NRP7
ZNF701 Q9NV72
SPHK1 Q9NYA1
KLK14 Q9P0G3
ZBTB4 Q9P1Z0
OPTC Q9UBM4
NDRG3 Q9UGV2
KCNG2 Q9UJ96
TRMT6 Q9UJA5
CDC42EP3 Q9UKI2
UTS2R Q9UKP6
TRHDE Q9UKU6
USP20 Q9Y2K6
NEUROG3 Q9Y4Z2
SRPRB Q9Y5M8
SNHG32 A0A024RCN7
CCDC163 A0A0D9SF12
TTC24 A2A3L6
SERPINE3 A8MV23
LOC402624 B7ZLF3
MUSK O15146
XPOT O43592
SCN2B O60939
GAGE7 O76087
ACTL6B O94805
SEMA4F O95754
IGHD P01880
FGA P02671
CYP11A1 P05108
OR52Z1 P0C646
TSPAN19 P0C672
TSPY4 P0CV99
TRAPPC2 P0DI81
IGHD1-1 P0DOY5
DSP P15924
USF1 P22415
CA6 P23280
FPR3 P25089
PPIF P30405
IFNA8 P32881
CHI3L1 P36222
CTRL P40313
LEP P41159
ABL2 P42684
MAGEA2 P43356
RANGAP1 P46060
RANBP2 P49792
P2RY4 P51582
POLR2K P53803
KRTAP10-8 P60410
B2M P61769
ZNF90 Q03938
TLE2 Q04725
PRKCD Q05655
CDC20 Q12834
PLA2G7 Q13093
PPP1R1A Q13522
C1D Q13901
POLA2 Q14181
CRMP1 Q14194
SETDB1 Q15047
POSTN Q15063
MLF2 Q15773
CCDC27 Q2M243
MUCL3 Q3MIW9
BRDT Q58F21
GPR158 Q5T848
FAM102B Q5T8I3
ZNF468 Q5VIY5
KIAA1614 Q5VZ46
SPTY2D1 Q68D10
VASN Q6EMK4
ARHGAP11A Q6P4F7
NPNT Q6UXI9
PAGE2 Q7Z2X7
CTAGE6 Q86UF2
STX12 Q86Y82
SRRM1 Q8IYB3
C7orf61 Q8IZ16
FAM9C Q8IZT9
KRT78 Q8N1N4
LILRB2 Q8N423
CATSPER1 Q8NEC5
OR56B2P Q8NGI1
GIMAP7 Q8NHV1
NEDD1 Q8NHV4
CDC26 Q8NHZ8
BTN2A2 Q8WVV5
BSND Q8WZ55
FIG4 Q92562
RAD50 Q92878
DAZL Q92904
KCNN1 Q92952
MIEF2 Q96C03
CALML4 Q96GE6
RITA1 Q96K30
CABS1 Q96KC9
ZMAT2 Q96NC0
CDK15 Q96Q40
YPEL2 Q96QA6
NDN Q99608
TUBA1C Q9BQE3
DUSP23 Q9BVJ7
MKNK2 Q9HBH9
FZD3 Q9NPG1
C1GALT1 Q9NS00
TMEM30A Q9NV96
OGFR Q9NZT2
NDUFAF4 Q9P032
WDR35 Q9P2L0
HSFX1 Q9UBD0
PPARGC1A Q9UBK2
ASIC3 Q9UHC3
VPS28 Q9UK41
CROT Q9UKG9
TRAJ16 A0A075B6V0
IGHV3-38 A0A0C4DH36
DENND11 A4D1U4
METTL21EP A6NDL7
PGPEP1L A6NFU8
SLC22A20P A6NK97
GFY I3L273
DDX39A O00148
TRAF5 O00463
FFAR1 O14842
WIPF1 O43516
AKAP3 O75969
IGHV3-7 P01780
C1QA P02745
MT-ND4L P03901
KLK1 P06870
FAM90A24P P0C7X0
C8orf89 P0DMQ9
IGHV8-51-1 P0DTE2
GNAT1 P11488
NQO2 P16083
JUND P17535
HOXA5 P20719
POLD1 P28340
MZF1 P28698
TGFBR1 P36897
PPP1R2 P41236
MAGEA5 P43359
KIR2DL3 P43628
PPP3CC P48454
POLD2 P49005
NAP1L1 P55209
ZC3H6 P61129
RAC1 P63000
RACK1 P63244
APBA1 Q02410
LMOD3 Q0VAK6
SCAP Q12770
KCNMA1 Q12791
GAGE6 Q13070
NR6A1 Q15406
OCLN Q16625
BTBD16 Q32M84
LINC01554 Q52M75
CYBRD1 Q53TN4
TTC32 Q5I0X7
FRMPD3 Q5JV73
GNAS Q5JWF2
THEM4 Q5T1C6
ZNF648 Q5T619
ZNF22-AS1 Q5T742
C9orf135 Q5VTT2
AGAP7P Q5VUJ5
MROH7 Q68CQ1
ZNF790 Q6PG37
CCDC137 Q6PK04
LYZL1 Q6UWQ5
PDZRN4 Q6ZMN7
ZNF571 Q7Z3V5
CSMD3 Q7Z407
PKD1L2 Q7Z442
PRSS42P Q7Z5A4
LHFPL1 Q86WI0
TMEM126B Q8IUX1
NUTM2A Q8IVF1
MS4A15 Q8N5U1
C14orf178 Q8N769
DRAXIN Q8NBI3
INO80E Q8NBZ0
RAB24 Q969Q5
ZNF566 Q969W8
SLC25A28 Q96A46
HS6ST2 Q96MM7
CGRRF1 Q99675
VKORC1 Q9BQB6
URM1 Q9BTM9
TUBB6 Q9BUF5
KRTAP9-3 Q9BYQ3
SPATC1L Q9H0A9
ZMYND12 Q9H0C1
ASCC2 Q9H1I8
S1PR5 Q9H228
CDIP1 Q9H305
TMEM245 Q9H330
THAP9 Q9H5L6
MID1IP1 Q9NPA3
ACSS2 Q9NR19
UBQLN4 Q9NRR5
CTNNBIP1 Q9NSA3
PRR34 Q9NV39
TMEM184C Q9NVA4
ARHGEF12 Q9NZN5
UPB1 Q9UBR1
DDX19B Q9UMR2
A4GNT Q9UNA3
SLC8A2 Q9UPR5
ANKRD26 Q9UPS8
TMED5 Q9Y3A6
L3MBTL1 Q9Y468
MARF1 Q9Y4F3
TRAV18 A0A075B6X5
TRDV3 A0JD37
ARHGEF35 A5YM69
TCP11X1 B4DZS4
BTBD19 C9JJ37
AKR7A2 O43488
MGRN1 O60291
MAFK O60675
PAPSS2 O95340
CRYAA P02489
H2AB2 P0C5Z0
CALM2 P0DP24
FDX1 P10109
KRT3 P12035
PRKCSH P14314
AKR1A1 P14550
AMY2B P19961
DRD5 P21918
EDNRA P25101
NSG1 P42857
SELENOP P49908
CDH15 P55291
EIF4A1 P60842
RPL32 P62910
IGBP1 P78318
SRPX P78539
PRR20D P86480
XIAP P98170
SEMA3A Q14563
SAFB Q15424
STIL Q15468
SURF1 Q15526
TPSAB1 Q15661
SSX2 Q16385
PFKFB3 Q16875
KRTAP19-8 Q3LI54
ANKRD39 Q53RE8
TMEM78 Q5T7P6
MUC17 Q685J3
HBM Q6B0K9
FDX2 Q6P4F2
SPINK6 Q6UWN8
TMEM184A Q6ZMB5
THSD4 Q6ZMP0
DGAT2L6 Q6ZPD8
BARGIN Q6ZT62
KRT26 Q7Z3Y9
C6orf120 Q7Z4R8
ANKAR Q7Z5J8
CAMK2N1 Q7Z7J9
SYT9 Q86SS6
LINC01551 Q86U37
CALHM3 Q86XJ0
ANKLE2 Q86XL3
IGDCC3 Q8IVU1
SPATA31A7 Q8IWB4
PLEKHM2 Q8IWE5
KBTBD2 Q8IY47
CFAP46 Q8IYW2
ANKRD13A Q8IZ07
ADPRHL1 Q8NDY3
OR5A1 Q8NGJ0
IL31RA Q8NI17
C1orf216 Q8TAB5
CAGE1 Q8TC20
CREB3L4 Q8TEY5
ANP32B Q92688
RAB8B Q92930
TP53INP1 Q96A56
PTX4 Q96A99
LTV1 Q96GA3
FAM167A-AS1 Q96KT0
MOGAT1 Q96PD6
TMEM237 Q96Q45
GML Q99445
PLA2G12B Q9BX93
RNF26 Q9BY78
KRTAP9-9 Q9BYP9
NIF3L1 Q9GZT8
AICDA Q9GZX7
TOLLIP Q9H0E2
ANAPC1 Q9H1A4
SLC38A1 Q9H2H9
KCNN2 Q9H2S1
NT5DC2 Q9H857
PATZ1 Q9HBE1
SLC52A3 Q9NQ40
ASAH2 Q9NR71
CYP39A1 Q9NYL5
NYNRIN Q9P2P1
LRIT1 Q9P2V4
PRKAG3 Q9UGI9
PCYOX1 Q9UHG3
DDX20 Q9UHI6
ZNRF3 Q9ULT6
WASF3 Q9UPY6
TIMM13 Q9Y5L4
STYXL1 Q9Y6J8
TRAJ4 A0A075B6Z5
TBC1D3I A0A087WXS9
PLEKHG3 A1L390
TSPY2 A6NKD2
ARID3C A6NKF2
OPLAH O14841
MAFG O15525
SYNGR2 O43760
PRICKLE3 O43900
VEGFD O43915
PRPSAP2 O60256
CTSV O60911
NOL3 O60936
MFAP3L O75121
ZNF780A O75290
CCN6 O95389
STAMBP O95630
ADA P00813
CA3 P07451
MTRNR2L9 P0CJ76
NLRP2B P0DMW2
STRIT1 P0DN84
SMIM34B P0DPE8
CDK4 P11802
GABRA1 P14867
GGT1 P19440
POU3F3 P20264
PEX2 P28328
EPHA3 P29320
DDT P30046
LRPPRC P42704
VDAC2 P45880
MTNR1A P48039
AGTR2 P50052
POLR2J P52435
AP3M2 P53677
SHC2 P98077
CFHR1 Q03591
SLC20A2 Q08357
FOXC1 Q12948
FOXI1 Q12951
TAF13 Q15543
ADIRF Q15847
TAZ Q16635
PROSER3 Q2NL68
BSX Q3C1V8
WSCD1 Q658N2
MFSD5 Q6N075
SEZ6L2 Q6UXD5
COL25A1-DT Q6ZST2
MON1B Q7L1V2
TSEN54 Q7Z6J9
EZHIP Q86X51
GRAMD1C Q8IYS0
FAM89B Q8N5H3
LINC02694 Q8NAA6
OR51L1 Q8NGJ5
OR6K2 Q8NGY2
SLC2A12 Q8TD20
DCAF4 Q8WV16
CHTF18 Q8WVB6
DDX1 Q92499
RSC1A1 Q92681
TTC28 Q96AY4
RNF25 Q96BH1
LRRC58 Q96CX6
MYO15B Q96JP2
ARPC5L Q9BPX5
PELO Q9BRX2
KATNB1 Q9BVA0
APOL6 Q9BWW8
ZC3H12C Q9C0D7
KLC2 Q9H0B6
QRICH2 Q9H0J4
TRIOBP Q9H2D6
TAOK3 Q9H2K8
POLD4 Q9HCU8
NOP10 Q9NPE3
CDC42SE2 Q9NRR3
MAGEC2 Q9UBF1
ZNHIT2 Q9UHR6
ZC3H4 Q9UPT8
SLC5A6 Q9Y289
EFR3B Q9Y2G0
PCDHGB6 Q9Y5F9
KLK4 Q9Y5K2
MAD1L1 Q9Y6D9
IGHV3OR16-9 S4R460
IGHV4OR15-8 A0A075B7B6
OR4N4C A0A096LPK9
IGHJ4 A0A0J9YVS3
FAM236B A0A1B0GV22
FAM157A C9JC47
CCDC179 H3BU77
CBX4 O00257
RGS12 O14924
CASQ2 O14958
GPR37 O15354
BIRC5 O15392
HS6ST1 O60243
MACROH2A1 O75367
DDAH1 O94760
SASH1 O94885
RCBTB2 O95199
EGFR P00533
EIF2S1 P05198
IL6 P05231
FBXO45 P0C2W1
LYNX1 P0DP58
VCAN P13611
IL2RB P14784
FUT4 P22083
ACRV1 P26436
NOS1 P29475
CHRNB4 P30926
HTR2B P41595
SYK P43405
GPR12 P47775
GNG4 P50150
DLG4 P78352
H3-3A P84243
CENPC Q03188
ACSM1 Q08AH1
ZNF415 Q09FC8
PTPRS Q13332
CUL3 Q13618
TRIM14 Q14142
TRIP4 Q15650
KRTAP25-1 Q3LHN0
EIPR1 Q53HC9
CFAP126 Q5VTH2
TANGO2 Q6ICL3
OVOS2 Q6IE36
EBLN2 Q6P2I7
LYPD5 Q6UWN5
VSTM1 Q6UX27
LINC00114 Q6XXX2
FAM47E Q6ZV65
C16orf86 Q6ZW13
MAEA Q7L5Y9
SCX Q7RTU7
OVCH1 Q7RTY7
ABCA12 Q86UK0
MORC1 Q86VD1
PSTK Q8IV42
SLC41A1 Q8IVJ1
