ENST00000390247 A0/A0/75B6H7/swissmodel/18_116_5wt9.1.B
ENST00000424301 P1/75/40/swissmodel/41_419_1crk.1.A
ENST00000215565 P1/75/68/swissmodel/3_124_5xtd.1.h
ENST00000308677 P1/76/12/swissmodel/11_351_3agl.1.A
ENST00000388918 P1/76/43/swissmodel/25_470_5m8l.1.A
ENST00000295006 P1/76/55/swissmodel/2_700_1kfu.1.A
ENST00000428701 P1/76/93/swissmodel/26_300_6aee.1.A
ENST00000309660 P1/77/06/swissmodel/41_354_2jjd.1.A
ENST00000368885 P1/77/07/swissmodel/4_328_1msv.1.A
ENST00000355962 P1/77/35/swissmodel/41_444_3dyd.1.A
ENST00000250018 P1/77/52/swissmodel/3_435_6n1k.1.C
ENST00000368476 P1/77/87/swissmodel/26_480_6pv7.1.B
ENST00000225792 P1/78/44/swissmodel/45_476_4pxa.1.A
ENST00000349048 P1/78/58/swissmodel/6_753_4xyk.1.A
ENST00000357164 P1/79/00/swissmodel/32_193_1g13.1.A
ENST00000298852 P1/79/80/swissmodel/25_439_5l4g.1.6
ENST00000321394 P1/79/87/swissmodel/1_534_6nr8.1.O
ENST00000371621 P1/80/31/swissmodel/2_285_1a5y.1.A
ENST00000251535 P1/80/54/swissmodel/2_663_2p0m.1.A
ENST00000391945 P1/80/74/swissmodel/1_760_6nmi.1.B
ENST00000296181 P1/80/84/swissmodel/26_722_3ije.1.B
ENST00000303436 P1/80/85/swissmodel/4_178_1z6x.2.A
ENST00000352983 P1/81/24/swissmodel/12_248_4v6i.57.A
ENST00000211998 P1/82/06/swissmodel/1_1130_1tr2.2.A
ENST00000217407 P1/84/28/swissmodel/26_480_4m4d.1.A
ENST00000380393 P1/84/33/swissmodel/215_794_2fh7.1.A
ENST00000295454 P1/85/05/swissmodel/33_473_6huo.1.B
ENST00000414552 P1/85/07/swissmodel/65_467_6huo.1.C
ENST00000331056 P1/85/45/swissmodel/1_86_2ju4.1.A
ENST00000283249 P1/85/64/swissmodel/23_705_4mmy.1.B
ENST00000334828 P1/86/69/swissmodel/2_243_4gpz.1.A
ENST00000373831 P1/87/54/swissmodel/3_421_5tbk.2.B
ENST00000263274 P1/88/58/swissmodel/262_901_1x9n.1.D
ENST00000457143 P1/88/59/swissmodel/36_101_5ari.1.U
ENST00000393330 P1/90/75/swissmodel/4_236_5tcx.1.A
ENST00000351050 P1/90/87/swissmodel/1_354_3v00.1.A
ENST00000323110 P1/90/99/swissmodel/34_503_4zgx.7.A
ENST00000217652 P1/91/05/swissmodel/15_162_4i2y.1.A
ENST00000267845 P1/91/13/swissmodel/2_477_4e1o.1.A
ENST00000361379 P1/92/37/swissmodel/9_161_1j1e.2.C
ENST00000369489 P1/92/56/swissmodel/30_203_1ccz.1.A
ENST00000219252 P1/93/87/swissmodel/1_275_5iy7.1.C
ENST00000271324 P1/93/97/swissmodel/5_212_5tcx.1.A
ENST00000318388 P1/94/04/swissmodel/35_248_5lnk.1.B
ENST00000344887 P1/94/29/swissmodel/40_191_1j1e.2.C
ENST00000400382 P1/94/40/swissmodel/50_568_4y23.1.A
ENST00000285398 P1/94/47/swissmodel/34_730_6nmi.1.A
ENST00000254436 P1/94/74/swissmodel/130_470_4cg4.1.A
ENST00000376957 P1/96/23/swissmodel/6_302_2o06.1.A
ENST00000431067 P1/96/52/swissmodel/19_196_3apx.1.A
ENST00000262506 P1/97/84/swissmodel/8_332_3ofm.1.A
ENST00000481739 P1/97/93/swissmodel/127_458_4nqa.2.A
ENST00000493429 P1/98/01/swissmodel/27_751_3k5t.1.A
ENST00000358415 P1/98/23/swissmodel/58_646_6fpz.1.A
ENST00000273283 P1/98/27/swissmodel/45_652_6fpy.1.A
ENST00000372080 P1/98/35/swissmodel/21_553_1f6w.1.A
ENST00000508487 P1/98/75/swissmodel/39_106_1msg.1.A
ENST00000296026 P1/98/76/swissmodel/39_107_1qnk.1.A
ENST00000361355 P1/99/61/swissmodel/17_511_1b2y.1.A
ENST00000395681 P1/99/71/swissmodel/35_480_2wk6.1.B
ENST00000428670 P2/00/20/swissmodel/2_1063_6a69.1.A
ENST00000419277 P2/00/36/swissmodel/32_212_4p5k.2.A
ENST00000257264 P2/00/61/swissmodel/24_433_4kki.1.A
ENST00000215838 P2/00/62/swissmodel/19_427_2bb5.1.A
ENST00000372919 P2/00/73/swissmodel/183_487_6b3i.1.A
ENST00000257549 P2/01/32/swissmodel/4_322_1p5j.1.A
ENST00000373025 P2/01/42/swissmodel/18_388_2psg.1.A
ENST00000325321 P2/01/51/swissmodel/25_261_4nfe.1.A
ENST00000248701 P2/01/55/swissmodel/23_84_2jxd.1.A
ENST00000233997 P2/01/60/swissmodel/27_251_1fy1.1.A
ENST00000222256 P2/03/36/swissmodel/19_192_1zbd.1.A
ENST00000371655 P2/03/37/swissmodel/19_192_2iez.1.A
ENST00000366690 P2/03/38/swissmodel/7_182_2bme.1.A
ENST00000273047 P2/03/39/swissmodel/15_183_1tu4.3.A
ENST00000310653 P2/03/40/swissmodel/11_176_5lef.1.A
ENST00000216200 P2/04/72/swissmodel/1_110_1rk9.1.A
ENST00000265081 P2/05/85/swissmodel/225_1123_3thw.1.B
ENST00000398600 P2/05/91/swissmodel/45_662_3szr.1.A
ENST00000330714 P2/05/92/swissmodel/93_711_4whj.1.A
ENST00000262193 P2/06/18/swissmodel/29_241_5t0i.1.S
ENST00000262623 P2/06/48/swissmodel/48_1035_5ylv.1.A
ENST00000341023 P2/06/71/swissmodel/10_122_5kgf.1.C
ENST00000322347 P2/06/74/swissmodel/42_150_5z62.1.E
ENST00000356798 P2/07/01/swissmodel/26_1085_4neh.1.A
ENST00000268296 P2/07/02/swissmodel/20_1099_5es4.1.A
ENST00000444124 P2/07/11/swissmodel/1_468_1js6.1.A
ENST00000216338 P2/07/18/swissmodel/21_246_4gaw.2.A
ENST00000397163 P2/08/07/swissmodel/45_820_1kfu.1.A
ENST00000264563 P2/08/09/swissmodel/37_199_4mhl.1.A
ENST00000324071 P2/08/13/swissmodel/28_491_4i91.1.A
ENST00000222982 P2/08/15/swissmodel/27_495_5veu.3.A
ENST00000368407 P2/08/27/swissmodel/18_149_3czu.1.B
ENST00000338791 P2/08/39/swissmodel/11_514_6i0m.1.A
ENST00000301146 P2/08/53/swissmodel/31_494_2pg5.1.A
ENST00000392213 P2/09/16/swissmodel/20_505_5lf5.1.A
ENST00000264595 P2/09/33/swissmodel/25_336_9gaf.1.A
ENST00000391997 P2/09/41/swissmodel/14_230_2trc.1.C
ENST00000422538 P2/11/28/swissmodel/135_408_2c1w.2.A
ENST00000276390 P2/12/81/swissmodel/48_503_5voz.1.D
ENST00000395862 P2/12/83/swissmodel/1_375_5voz.1.O
ENST00000338702 P2/13/97/swissmodel/12_524_2z5x.1.A
ENST00000309951 P2/13/99/swissmodel/2_889_2b3y.1.A
ENST00000265723 P2/14/39/swissmodel/38_1282_6qex.1.A
ENST00000305352 P2/14/53/swissmodel/17_325_3v2w.1.A
ENST00000595042 P2/14/62/swissmodel/22_324_6d26.1.A
ENST00000307503 P2/15/49/swissmodel/4_390_5og0.1.A
ENST00000261205 P2/15/79/swissmodel/142_421_5cch.1.E
ENST00000257770 P2/15/89/swissmodel/27_549_4h1y.1.A
ENST00000379270 P2/16/73/swissmodel/3_170_2f5i.1.A
ENST00000301149 P2/16/95/swissmodel/2_349_1x0v.1.A
ENST00000393752 P2/17/28/swissmodel/14_348_6e67.2.A
ENST00000355085 P2/17/30/swissmodel/31_331_5o9h.1.B
ENST00000411851 P2/17/31/swissmodel/10_323_6iiu.1.A
ENST00000394857 P2/17/54/swissmodel/41_330_3nk3.1.A
ENST00000267843 P2/17/81/swissmodel/63_194_1qqk.1.A
ENST00000265333 P2/17/96/swissmodel/1_283_5xdn.1.A
ENST00000331595 P2/18/10/swissmodel/61_363_2ft3.1.A
ENST00000375499 P2/19/12/swissmodel/37_275_3sfd.1.B
ENST00000176183 P2/19/17/swissmodel/34_414_5wiu.1.A
ENST00000382518 P2/19/26/swissmodel/6_223_5tcx.1.A
ENST00000320393 P2/19/53/swissmodel/52_392_1olx.1.B
ENST00000361682 P2/19/64/swissmodel/52_268_6aw6.1.A
ENST00000361475 P2/19/80/swissmodel/1_683_2q3z.2.B
ENST00000274813 P2/20/33/swissmodel/38_750_3bic.2.A
ENST00000367384 P2/20/61/swissmodel/8_225_1kr5.1.A
ENST00000262290 P2/20/79/swissmodel/120_712_5gls.1.A
ENST00000221801 P2/20/87/swissmodel/87_315_2ipx.1.A
ENST00000250784 P2/20/90/swissmodel/2_258_6gz3.19.A
ENST00000264012 P2/22/23/swissmodel/108_647_5erd.1.B
ENST00000399688 P2/22/34/swissmodel/7_425_2h31.1.A
ENST00000423557 P2/23/01/swissmodel/24_178_2ilk.1.A
ENST00000302913 P2/23/03/swissmodel/39_605_6i2t.1.A
ENST00000340855 P2/23/04/swissmodel/34_550_5fql.1.A
ENST00000371514 P2/23/07/swissmodel/13_408_6hrv.2.A
ENST00000335972 P2/23/14/swissmodel/49_1057_6dc6.2.A
ENST00000225842 P2/23/62/swissmodel/23_96_1el0.1.A
ENST00000328224 P2/24/59/swissmodel/171_571_5wie.1.B
ENST00000377276 P2/26/12/swissmodel/16_351_3mvj.1.A
ENST00000302628 P2/26/76/swissmodel/13_265_2q4u.1.A
ENST00000301645 P2/26/80/swissmodel/25_503_3dax.1.A
ENST00000370685 P2/26/94/swissmodel/11_351_3agl.1.A
ENST00000268379 P2/26/95/swissmodel/37_453_5xte.1.J
ENST00000377424 P2/27/32/swissmodel/7_481_4ybq.1.A
ENST00000206765 P2/27/35/swissmodel/104_789_1f13.1.B
ENST00000300900 P2/27/48/swissmodel/22_284_5ipz.1.A
ENST00000342783 P2/28/91/swissmodel/89_400_3h5c.1.B
ENST00000236826 P2/28/94/swissmodel/31_464_1su3.1.A
ENST00000392499 P2/29/14/swissmodel/1_178_6if9.1.A
ENST00000390594 P2/30/83/swissmodel/20_117_4hk0.2.A
ENST00000520113 P2/31/09/swissmodel/124_779_2a3l.1.A
ENST00000360526 P2/31/41/swissmodel/21_553_5a7f.1.A
ENST00000362012 P2/32/19/swissmodel/30_582_1cqe.1.B
ENST00000251413 P2/32/58/swissmodel/2_446_3cb2.1.A
ENST00000355265 P2/32/76/swissmodel/79_732_3dwb.1.A
ENST00000377436 P2/32/80/swissmodel/32_279_3fe4.1.A
ENST00000300026 P2/32/84/swissmodel/34_216_3ici.1.A
ENST00000292169 P2/32/97/swissmodel/1_94_5k89.1.A
ENST00000321341 P2/33/68/swissmodel/23_573_1pjl.1.A
ENST00000321612 P2/33/78/swissmodel/53_1006_4lgl.1.A
ENST00000355338 P2/33/81/swissmodel/8_470_5ujj.1.A
ENST00000278572 P2/33/96/swissmodel/1_227_5t2c.59.A
ENST00000455880 P2/34/15/swissmodel/38_448_3jae.1.A
ENST00000218075 P2/34/16/swissmodel/43_444_3jae.1.A
ENST00000315467 P2/34/34/swissmodel/49_173_3wdn.1.A
ENST00000219197 P2/34/35/swissmodel/58_193_5h49.1.A
ENST00000225577 P2/34/43/swissmodel/81_417_4l44.1.A
ENST00000254667 P2/34/69/swissmodel/112_691_2jjd.1.A
ENST00000281834 P2/35/10/swissmodel/58_183_2hev.1.A
ENST00000217426 P2/35/26/swissmodel/3_432_1li4.1.A
ENST00000525451 P2/35/28/swissmodel/1_166_3j0s.1.M
ENST00000369505 P2/36/10/swissmodel/42_364_6ez8.1.B
ENST00000357681 P2/36/34/swissmodel/12_1051_6a69.1.A
ENST00000396308 P2/37/63/swissmodel/32_118_3hd7.1.A
ENST00000371486 P2/37/86/swissmodel/32_656_4ep9.1.A
ENST00000305784 P2/39/19/swissmodel/4_212_1e9c.1.A
ENST00000300738 P2/39/21/swissmodel/2_742_3hnd.1.B
ENST00000250378 P2/39/46/swissmodel/22_247_4afs.1.A
ENST00000219833 P2/39/75/swissmodel/54_597_4xp4.1.A
ENST00000454853 P2/40/46/swissmodel/67_479_4cof.1.A
ENST00000234347 P2/41/58/swissmodel/28_248_1fuj.1.B
ENST00000394955 P2/42/98/swissmodel/19_495_3tcm.1.A
ENST00000292907 P2/43/10/swissmodel/22_78_2y69.1.I
ENST00000215743 P2/43/47/swissmodel/52_480_1gxd.2.A
ENST00000227507 P2/43/85/swissmodel/6_265_2w96.1.A
ENST00000357749 P2/43/86/swissmodel/2_617_1vg9.1.A
ENST00000330720 P2/43/90/swissmodel/1_203_6i6b.1.A
ENST00000336374 P2/44/62/swissmodel/28_497_4i3q.1.A
ENST00000394166 P2/44/68/swissmodel/75_403_4nqa.2.A
ENST00000370986 P2/45/22/swissmodel/1_165_2kg4.1.A
ENST00000377211 P2/45/30/swissmodel/85_403_5gli.1.A
ENST00000369722 P2/45/39/swissmodel/45_253_6j5j.1.L
ENST00000272067 P2/46/66/swissmodel/2_158_5pnt.1.A
ENST00000332981 P2/47/23/swissmodel/245_682_3pfq.1.A
ENST00000265838 P2/47/52/swissmodel/35_427_2ib7.1.A
ENST00000279022 P2/48/44/swissmodel/22_165_4djc.1.A
ENST00000246949 P2/48/55/swissmodel/23_282_4awn.1.A
ENST00000520429 P2/48/63/swissmodel/1_264_5icp.1.B
ENST00000262643 P2/48/64/swissmodel/103_372_1w98.1.B
ENST00000331105 P2/49/03/swissmodel/28_491_3t3s.5.A
ENST00000266970 P2/49/41/swissmodel/1_298_3ddp.1.A
ENST00000377291 P2/50/21/swissmodel/12_306_6e67.2.A
ENST00000295683 P2/50/24/swissmodel/30_323_5vbl.1.B
ENST00000339223 P2/50/89/swissmodel/22_325_6d26.1.A
ENST00000598776 P2/50/90/swissmodel/23_325_6d26.1.A
ENST00000308595 P2/50/98/swissmodel/30_668_4pnk.1.A
ENST00000324300 P2/51/01/swissmodel/66_386_5gli.1.A
ENST00000373857 P2/51/05/swissmodel/6_313_5zkp.1.A
ENST00000272928 P2/51/06/swissmodel/32_330_6do1.1.A
ENST00000319211 P2/51/16/swissmodel/91_378_3vw7.1.A
ENST00000596288 P2/52/05/swissmodel/12_659_3jc7.1.C
ENST00000292401 P2/53/11/swissmodel/21_297_3es6.1.A
ENST00000254322 P2/56/85/swissmodel/3_339_4j80.2.A
ENST00000336576 P2/56/86/swissmodel/1_214_6u3r.1.A
ENST00000282050 P2/57/05/swissmodel/31_550_6rdg.1.P
ENST00000200691 P2/57/13/swissmodel/1_68_4mt2.1.A
ENST00000368985 P2/57/74/swissmodel/18_331_2c0y.1.A
ENST00000418988 P2/57/86/swissmodel/4_241_5l4g.1.T
ENST00000223321 P2/57/87/swissmodel/1_234_5ln3.1.J
ENST00000216455 P2/57/88/swissmodel/2_246_5dsv.1.A
ENST00000044462 P2/57/89/swissmodel/1_261_5ln3.1.K
ENST00000257818 P2/57/91/swissmodel/11_156_4kfz.1.A
ENST00000335790 P2/58/00/swissmodel/8_150_4kfz.1.A
ENST00000296370 P2/58/15/swissmodel/1_94_1j55.1.A
ENST00000296533 P2/59/29/swissmodel/18_337_5zbq.1.A
ENST00000267082 P2/60/10/swissmodel/48_719_5es4.1.B
ENST00000222573 P2/60/12/swissmodel/44_684_3ije.1.B
ENST00000360270 P2/60/38/swissmodel/3_577_2i1k.1.A
ENST00000359526 P2/63/58/swissmodel/351_1597_4wxx.1.A
ENST00000393099 P2/63/73/swissmodel/2_211_4ug0.11.A
ENST00000366553 P2/63/74/swissmodel/3_620_1vg9.2.A
ENST00000361987 P2/64/41/swissmodel/11_187_1cnt.1.A
ENST00000368716 P2/64/47/swissmodel/2_94_3ko0.2.A
ENST00000446023 P2/65/72/swissmodel/113_445_2am5.1.A
ENST00000296503 P2/65/83/swissmodel/5_166_2yrq.1.A
ENST00000455217 P2/66/39/swissmodel/85_721_1qf6.1.B
ENST00000375663 P2/66/40/swissmodel/295_1261_1gax.1.B
ENST00000357525 P2/66/78/swissmodel/1_52_1n7l.1.A
ENST00000394540 P2/68/85/swissmodel/43_140_2pbc.1.A
ENST00000331035 P2/69/51/swissmodel/25_294_5uv8.2.A
ENST00000215855 P2/69/98/swissmodel/25_202_1blb.1.B
ENST00000395334 P2/71/44/swissmodel/4_223_2ar7.2.A
ENST00000222381 P2/71/69/swissmodel/17_355_6h0a.1.A
ENST00000262219 P2/72/16/swissmodel/12_316_6b3i.1.A
ENST00000378069 P2/73/38/swissmodel/3_501_2c72.1.A
ENST00000381844 P2/73/48/swissmodel/1_230_5iqp.1.A
ENST00000257248 P2/73/52/swissmodel/26_417_3kq4.1.A
ENST00000263025 P2/73/61/swissmodel/24_375_2zoq.1.A
ENST00000429436 P2/74/48/swissmodel/49_753_6c9d.1.A
ENST00000330398 P2/74/49/swissmodel/5_155_6o7t.1.H
ENST00000315238 P2/74/82/swissmodel/2_148_5sy1.1.A
ENST00000360534 P2/74/87/swissmodel/38_766_1wcy.1.A
ENST00000424325 P2/76/35/swissmodel/3_213_5aj0.9.A
ENST00000254719 P2/76/94/swissmodel/184_614_4gop.1.C
ENST00000216714 P2/76/95/swissmodel/44_318_4iem.2.A
ENST00000286648 P2/77/07/swissmodel/20_260_2a7q.1.A
ENST00000264705 P2/77/08/swissmodel/1_1442_5dou.1.A
ENST00000316448 P2/77/97/swissmodel/19_386_6eny.1.E
ENST00000374882 P2/80/62/swissmodel/73_275_6e5b.1.K
ENST00000374859 P2/80/65/swissmodel/21_219_6e5b.1.N
ENST00000271308 P2/80/66/swissmodel/9_241_5lez.1.R
ENST00000374843 P2/80/67/swissmodel/39_225_1hdm.1.A
ENST00000418107 P2/80/68/swissmodel/21_211_4fqx.1.B
ENST00000290541 P2/80/70/swissmodel/46_263_5mpb.1.N
ENST00000270586 P2/80/72/swissmodel/26_239_5ln3.1.B
ENST00000361611 P2/80/74/swissmodel/60_258_6he5.1.H
ENST00000241337 P2/81/61/swissmodel/2_218_1hnc.1.B
ENST00000374619 P2/82/21/swissmodel/38_375_5v54.1.B
ENST00000369947 P2/82/22/swissmodel/37_388_5v54.1.B
ENST00000378688 P2/82/23/swissmodel/72_399_6a93.1.A
ENST00000304710 P2/83/25/swissmodel/28_140_1tij.1.A
ENST00000337653 P2/83/29/swissmodel/126_725_2fy2.1.A
ENST00000233710 P2/83/30/swissmodel/51_426_2pg0.1.A
ENST00000455934 P2/83/31/swissmodel/29_716_5o31.1.8
ENST00000394899 P2/83/32/swissmodel/2_367_6oa7.1.A
ENST00000276198 P2/83/35/swissmodel/43_386_6bqg.1.A
ENST00000258042 P2/83/36/swissmodel/40_341_5gli.1.A
ENST00000440232 P2/83/40/swissmodel/81_1099_6p1h.1.A
ENST00000311550 P2/84/72/swissmodel/33_472_6huo.1.B
ENST00000402938 P2/84/76/swissmodel/62_465_5vdi.1.A
ENST00000215832 P2/84/82/swissmodel/8_357_1tvo.1.A
ENST00000437150 P2/86/76/swissmodel/52_217_2jc2.1.A
ENST00000374685 P2/87/02/swissmodel/197_529_4nqa.2.A
ENST00000226299 P2/88/38/swissmodel/33_517_2j9a.1.A
ENST00000367028 P2/88/45/swissmodel/26_291_4bb6.1.A
ENST00000226279 P2/89/07/swissmodel/46_297_1zvm.1.A
ENST00000368168 P2/90/16/swissmodel/22_298_2h26.1.A
ENST00000368170 P2/90/17/swissmodel/25_297_6c09.1.A
ENST00000382844 P2/90/33/swissmodel/2_217_2zw3.1.A
ENST00000368708 P2/90/34/swissmodel/2_94_2rgi.1.A
ENST00000311106 P2/91/20/swissmodel/123_597_1p8j.1.A
ENST00000376065 P2/91/44/swissmodel/18_1249_3lxu.1.A
ENST00000449740 P2/92/18/swissmodel/5_276_2hhm.1.B
ENST00000337539 P2/92/74/swissmodel/6_317_4uhr.1.A
ENST00000304222 P2/92/75/swissmodel/7_314_4uhr.1.A
ENST00000456013 P2/93/50/swissmodel/1_529_3ps5.1.A
ENST00000219431 P2/93/72/swissmodel/80_295_1f6o.1.C
ENST00000368222 P2/93/73/swissmodel/1_138_5hzq.1.A
ENST00000380200 P2/93/77/swissmodel/2_79_1cb1.1.A
ENST00000423516 P2/94/01/swissmodel/2_623_6rjb.1.A
ENST00000305579 P2/94/59/swissmodel/34_219_3hmx.1.B
ENST00000231228 P2/94/60/swissmodel/23_327_5mzv.1.A
ENST00000533400 P2/94/66/swissmodel/126_404_3e4c.1.A
ENST00000283752 P2/95/08/swissmodel/2_390_2zv6.2.A
ENST00000557004 P2/96/22/swissmodel/46_427_6f02.1.A
ENST00000299529 P2/97/62/swissmodel/2_137_1cbi.1.B
ENST00000295266 P2/98/03/swissmodel/29_388_3exe.1.A
ENST00000311813 P2/99/72/swissmodel/1_247_1j4n.1.A
ENST00000402813 P2/99/73/swissmodel/150_606_5h3o.1.A
ENST00000078429 P2/99/92/swissmodel/12_358_3ffb.1.A
ENST00000375341 P3/00/38/swissmodel/23_563_3v9h.1.A
ENST00000358769 P3/00/39/swissmodel/3_288_4dun.1.A
ENST00000261735 P3/00/40/swissmodel/34_256_2qc7.1.A
ENST00000340385 P3/00/41/swissmodel/4_224_5b6m.1.A
ENST00000263368 P3/00/43/swissmodel/1_205_1hdo.1.A
ENST00000265462 P3/00/44/swissmodel/54_214_2vl2.2.B
ENST00000398344 P3/00/46/swissmodel/2_118_3kan.1.A
ENST00000260447 P3/00/47/swissmodel/2_84_1jg5.1.A
ENST00000298510 P3/00/48/swissmodel/62_255_5ucx.1.A
ENST00000215375 P3/00/49/swissmodel/37_167_2v7q.1.H
ENST00000361436 P3/00/50/swissmodel/11_161_5col.2.A
ENST00000368547 P3/00/84/swissmodel/31_290_1dub.1.A
ENST00000371873 P3/00/85/swissmodel/3_196_1tev.1.A
ENST00000261313 P3/00/86/swissmodel/1_187_2l7w.1.A
ENST00000300289 P3/01/01/swissmodel/25_493_3f8u.1.A
ENST00000322088 P3/01/53/swissmodel/7_589_2iae.1.A
ENST00000311129 P3/01/54/swissmodel/19_601_2iae.1.A
ENST00000261254 P3/02/79/swissmodel/4_264_2w96.1.A
ENST00000372991 P3/02/81/swissmodel/4_261_2w96.1.A
ENST00000225174 P3/04/05/swissmodel/45_207_3r49.1.A
ENST00000592782 P3/04/19/swissmodel/115_496_5npq.2.A
ENST00000259951 P3/05/11/swissmodel/22_297_5knm.1.A
ENST00000570646 P3/05/19/swissmodel/31_240_5uc9.4.A
ENST00000366535 P3/05/20/swissmodel/26_456_2v40.1.A
ENST00000287766 P3/05/31/swissmodel/42_576_4xp4.1.A
ENST00000299565 P3/05/32/swissmodel/44_449_6cnk.1.A
ENST00000329563 P3/05/36/swissmodel/1_169_2n02.1.A
ENST00000367236 P3/05/42/swissmodel/5_301_6d9h.1.D
ENST00000380289 P3/05/50/swissmodel/39_339_5gli.1.A
ENST00000342741 P3/06/13/swissmodel/44_574_6nn8.1.B
ENST00000265729 P3/06/26/swissmodel/30_198_1juo.1.A
ENST00000262958 P3/06/79/swissmodel/15_374_3ffb.1.A
ENST00000380739 P3/07/40/swissmodel/1_379_4ga7.1.A
ENST00000491895 P3/07/93/swissmodel/55_250_1fb1.1.A
ENST00000377698 P3/08/37/swissmodel/24_517_3n81.1.A
ENST00000457500 P3/08/38/swissmodel/4_448_1ad3.1.A
ENST00000267377 P3/08/72/swissmodel/58_337_4rwd.2.A
ENST00000357585 P3/08/74/swissmodel/46_328_4n6h.1.A
ENST00000381227 P3/08/76/swissmodel/10_1174_5iy6.1.B
ENST00000261751 P3/09/26/swissmodel/24_480_6pv7.1.B
ENST00000370501 P3/09/89/swissmodel/50_383_6osa.1.A
ENST00000263598 P3/10/25/swissmodel/24_176_5t43.1.A
ENST00000264932 P3/10/40/swissmodel/52_664_3sfd.1.A
ENST00000219150 P3/11/46/swissmodel/8_402_2aq5.1.A
ENST00000447750 P3/11/50/swissmodel/1_430_1gnd.1.A
ENST00000368723 P3/11/51/swissmodel/2_97_4aqj.1.A
ENST00000306434 P3/11/53/swissmodel/16_395_2p02.1.A
ENST00000406797 P3/13/21/swissmodel/107_378_4mx3.1.A
ENST00000265717 P3/13/23/swissmodel/8_410_3j4q.1.B
ENST00000430249 P3/13/27/swissmodel/43_1493_5dou.1.A
ENST00000360566 P3/13/50/swissmodel/66_350_3vpo.1.A
ENST00000382353 P3/13/71/swissmodel/49_205_3f1r.1.A
ENST00000255008 P3/13/91/swissmodel/48_331_4n6h.1.A
ENST00000368078 P3/14/15/swissmodel/37_388_3uom.1.A
ENST00000335625 P3/16/44/swissmodel/44_451_6hug.1.A
ENST00000401766 P3/16/45/swissmodel/76_617_5i6x.1.A
ENST00000330899 P3/16/89/swissmodel/2_349_4j80.2.A
ENST00000554581 P3/17/49/swissmodel/3_444_6hhg.1.A
ENST00000392038 P3/17/51/swissmodel/3_445_6hhg.1.A
ENST00000203407 P3/19/30/swissmodel/35_480_5xte.1.K
ENST00000265395 P3/19/37/swissmodel/41_335_2gf2.1.A
ENST00000236959 P3/19/39/swissmodel/3_592_1g8m.1.A
ENST00000402255 P3/19/41/swissmodel/1_199_2m65.1.A
ENST00000265866 P3/19/42/swissmodel/17_271_6dhs.2.A
ENST00000427043 P3/19/44/swissmodel/6_242_4qud.1.A
ENST00000372839 P3/19/46/swissmodel/1_234_4dnk.1.B
ENST00000339276 P3/19/47/swissmodel/1_231_3lw1.1.A
ENST00000271638 P3/19/49/swissmodel/1_105_2luc.1.A
ENST00000301522 P3/21/19/swissmodel/3_181_5ijt.1.E
ENST00000412477 P3/21/21/swissmodel/6_393_3p2d.1.A
ENST00000378943 P3/21/89/swissmodel/11_521_5gn5.1.B
ENST00000325123 P3/22/41/swissmodel/34_414_5yqz.1.A
ENST00000296140 P3/22/46/swissmodel/18_317_6meo.1.C
ENST00000370648 P3/22/47/swissmodel/46_347_5gli.1.A
ENST00000246657 P3/22/48/swissmodel/35_328_4zud.1.A
ENST00000326828 P3/22/97/swissmodel/29_499_6cnk.1.A
ENST00000398052 P3/22/98/swissmodel/2_546_3nyn.1.A
ENST00000292174 P3/23/02/swissmodel/37_339_3odu.1.A
ENST00000375071 P3/23/20/swissmodel/13_142_1mq0.1.A
ENST00000357067 P3/23/21/swissmodel/6_173_2w4l.1.E
ENST00000329875 P3/23/22/swissmodel/1_274_5uav.2.A
ENST00000370473 P3/24/55/swissmodel/7_583_1f5n.1.A
ENST00000370466 P3/24/56/swissmodel/7_581_1f5n.1.A
ENST00000265963 P3/27/80/swissmodel/107_547_6nmi.1.C
ENST00000392373 P3/28/56/swissmodel/26_246_4jeh.1.B
ENST00000380205 P3/28/81/swissmodel/24_189_2lms.1.A
ENST00000370938 P3/29/29/swissmodel/10_399_6nba.1.A
ENST00000160262 P3/29/42/swissmodel/36_479_1z7z.1.E
ENST00000449470 P3/29/69/swissmodel/1_192_4d5y.1.H
ENST00000285979 P3/32/60/swissmodel/27_489_5w0c.1.A
ENST00000371321 P3/32/61/swissmodel/29_489_4gqs.1.A
ENST00000282249 P3/34/02/swissmodel/87_699_6jt1.1.A
ENST00000399410 P3/35/27/swissmodel/203_1531_6bhu.1.A
ENST00000314355 P3/35/52/swissmodel/2_79_1cks.1.B
ENST00000264246 P3/36/81/swissmodel/35_234_1dr9.1.A
ENST00000368718 P3/37/63/swissmodel/1_92_2kay.1.B
ENST00000368713 P3/37/64/swissmodel/2_94_3nso.1.A
ENST00000368468 P3/39/08/swissmodel/176_642_1nxc.1.A
ENST00000258739 P3/39/47/swissmodel/1_203_6i6b.1.A
ENST00000262105 P3/39/91/swissmodel/158_862_5v8f.1.B
ENST00000216122 P3/39/92/swissmodel/26_731_5h7i.1.C
ENST00000303887 P3/39/93/swissmodel/3_646_6rax.1.F
ENST00000268695 P3/40/59/swissmodel/28_520_4fdj.1.A
ENST00000555835 P3/40/96/swissmodel/29_147_1r5d.1.A
ENST00000316694 P3/48/96/swissmodel/15_483_1rvu.1.A
ENST00000328923 P3/48/97/swissmodel/43_504_6qvg.1.A
