transcript,gene,bp,all,syn,mis,non,splice_site,frameshift,,,
NM_134421,HPCAL1,582,-4.8547,-5.3061,-5.0605,-6.6556,-7.0434,-6.4334,,,
NM_022915,MRPL44,999,-4.8209,-5.3754,-4.9884,-6.3324,-6.8626,-6.1987,,,
NM_006636,MTHFD2,1053,-4.8290,-5.4091,-5.0035,-6.1662,-6.5072,-6.1759,,,
NM_001178016,SLC4A10,3300,-4.4054,-4.9812,-4.5659,-5.7736,NA,-5.6798,,,
NM_006449,CDC42EP3,765,-4.9618,-5.4367,-5.1566,-6.5795,-7.9567,-6.3147,,,
NM_005759,ABI2,1428,-4.6851,-5.2812,-4.8497,-6.0645,-6.3940,-6.0436,,,
NM_001042548,FEZ2,1143,-5.0063,-5.5652,-5.1737,-6.3895,NA,-6.1403,,,
NM_001822,CHN1,1380,-4.7607,-5.3046,-4.9284,-6.2322,NA,-6.0584,,,
NM_004036,ADCY3,3435,-4.1809,-4.6916,-4.3658,-5.8191,-6.0076,-5.6624,,,
NM_021141,XRCC5,2199,-4.5578,-5.1457,-4.7349,-5.9182,-6.0527,-5.8561,,,
NM_002398,MEIS1,1173,-4.7062,-5.2024,-4.8899,-6.3054,NA,-6.1290,,,
NM_005214,CTLA4,672,-5.0274,-5.5636,-5.2065,-6.5381,-6.8667,-6.3709,,,
NM_194312,ESPNL,3018,-4.3585,-4.8386,-4.5489,-6.1043,-6.6358,-5.7186,,,
NM_015955,MEMO1,894,-4.9247,-5.5095,-5.1088,-6.3605,-6.2495,-6.2470,,,
NM_144575,CAPN13,2010,-4.5281,-5.0929,-4.6886,-5.9735,NA,-5.8951,,,
NM_023083,CAPN10,2019,-4.4279,-4.9305,-4.6173,-5.9928,-6.3542,-5.8932,,,
NM_014362,HIBCH,1161,-4.8579,-5.4573,-5.0398,-6.1835,-6.2311,-6.1335,,,
NM_001093730,DYTN,1737,-4.6544,-5.2333,-4.8175,-5.9676,NA,-5.9585,,,
NM_025264,THUMPD2,1512,-4.8096,-5.3783,-4.9854,-6.2361,-6.4290,-6.0188,,,
NM_001199287,PHOSPHO2,726,-5.1068,-5.7360,-5.2517,-6.4691,-7.5503,-6.3374,,,
NM_002909,REG1A,501,-5.1850,-5.7948,-5.3473,-6.6315,-6.7496,-6.4985,,,
NM_006507,REG1B,501,-5.1767,-5.7457,-5.3606,-6.5182,-6.7493,-6.4985,,,
NM_145260,OSR1,801,-4.7957,-5.2736,-4.9858,-6.5425,-7.3456,-6.2947,,,
NM_001164165,GPR75-ASB3,1671,-4.6901,-5.2447,-4.8646,-6.1604,-6.4592,-5.9753,,,
NM_144711,KLHL23,1677,-4.6914,-5.2544,-4.8617,-6.0289,-7.0623,-5.9738,,,
NM_032673,PCGF1,780,-4.8901,-5.4867,-5.0594,-6.2805,-6.4501,-6.3062,,,
NM_001927,DES,1413,-4.6313,-5.1497,-4.8190,-6.1111,-6.4786,-6.0482,,,
NM_001198759,LY75-CD302,5622,-4.1656,-4.7431,-4.3426,-5.5006,-5.7911,-5.4484,,,
NM_018263,ASXL2,4308,-4.2817,-4.8194,-4.4535,-5.7207,NA,-5.5640,,,
NM_000867,HTR2B,1446,-4.7302,-5.3255,-4.8910,-6.0363,-7.0517,-6.0381,,,
NM_198582,KLHL30,1737,-4.5141,-4.9805,-4.7128,-6.1129,NA,-5.9585,,,
NM_138800,TRIM43,1341,-4.7899,-5.3761,-4.9532,-6.2069,-6.6390,-6.0709,,,
NM_020711,ERMN,855,-5.0253,-5.6118,-5.1928,-6.3312,-7.0530,-6.2663,,,
NM_001164508,NEB,25578,-3.5752,-4.1264,-3.7428,-4.9842,NA,-4.7904,,,
NM_207364,GPR148,1044,-4.8357,-5.3872,-4.9998,-6.3443,-7.7241,-6.1796,,,
NM_021907,DTNB,1884,-4.5407,-5.1270,-4.7013,-5.8476,NA,-5.9232,,,
NM_001035256,POMC,804,-4.8230,-5.2823,-5.0246,-6.5209,-7.3641,-6.2931,,,
NM_013310,C2orf27A,612,-5.1439,-5.7190,-5.3226,-6.3436,-7.3432,-6.4116,,,
NM_214461,C2orf27B,630,-5.1325,-5.7085,-5.3087,-6.3539,-7.3433,-6.3990,,,
NM_003310,TSSC1,1164,-4.6756,-5.1591,-4.8784,-6.2381,-6.4721,-6.1324,,,
NM_014585,SLC40A1,1716,-4.6430,-5.2059,-4.8229,-5.9794,-6.3683,-5.9638,,,
NM_002846,PTPRN,2940,-4.3375,-4.8817,-4.5099,-5.9992,-6.0398,-5.7300,,,
NM_173077,CPO,1125,-4.8385,-5.4018,-5.0210,-6.1860,-6.4592,-6.1472,,,
NM_002936,RNASEH1,861,-4.8088,-5.3387,-4.9938,-6.3023,-6.5450,-6.2633,,,
NM_032144,RAB6C,765,-4.9146,-5.4306,-5.0925,-6.4463,NA,-6.3147,,,
NM_014171,CRIPT,306,-5.5089,-6.0955,-5.6940,-7.0100,-6.8133,-6.7126,,,
NM_012097,ARL5A,540,-5.1843,-5.8151,-5.3544,-6.4718,-6.6493,-6.4659,,,
NM_001006657,WDR35,3546,-4.3388,-4.9362,-4.5124,-5.6279,-5.9407,-5.6486,,,
NM_018383,WDR33,4011,-4.2160,-4.8280,-4.3849,-5.4148,-6.0626,-5.5951,,,
NM_015575,GIGYF2,3900,-4.2820,-4.9047,-4.4616,-5.3862,-5.9533,-5.6072,,,
NM_006287,TFPI,915,-4.9351,-5.5404,-5.1096,-6.2537,-6.4151,-6.2369,,,
NM_003960,NAT8,684,-4.9900,-5.5790,-5.1399,-6.5124,-7.6797,-6.3633,,,
NM_001100422,SPATS2L,1677,-4.6241,-5.1379,-4.8017,-6.1664,NA,-5.9738,,,
NM_001862,COX5B,390,-5.3795,-5.9276,-5.5734,-6.7056,-6.9713,-6.6072,,,
NM_016207,CPSF3,2055,-4.5585,-5.1216,-4.7382,-5.9850,-6.1239,-5.8855,,,
NM_014640,TTLL4,3600,-4.2844,-4.8526,-4.4580,-5.6631,-6.0577,-5.6420,,,
NM_206943,LTBP1,5166,-4.1399,-4.6759,-4.3275,-5.6227,-5.7160,-5.4852,,,
NM_025181,SLC35F5,1572,-4.7139,-5.3159,-4.8859,-6.0715,-6.2079,-6.0019,,,
NM_018328,MBD5,4485,-4.2564,-4.8050,-4.4256,-5.7469,-6.4055,-5.5466,,,
NM_173822,FAM126B,1593,-4.6925,-5.3284,-4.8489,-5.9871,-6.4047,-5.9961,,,
NM_024101,MLPH,1803,-4.5177,-5.0160,-4.7178,-6.0239,-6.2139,-5.9423,,,
NM_003705,SLC25A12,2037,-4.5496,-5.1423,-4.7185,-5.9535,-6.1253,-5.8893,,,
NM_207312,TUBA3E,1353,-4.5843,-5.0828,-4.7682,-6.2790,-6.7438,-6.0670,,,
NM_080386,TUBA3D,1353,-4.5786,-5.0740,-4.7635,-6.2877,-6.7429,-6.0670,,,
NM_053276,VIT,2082,-4.4723,-4.9809,-4.6665,-5.9738,-6.2056,-5.8798,,,
NM_181453,GCC2,5055,-4.2391,-4.8239,-4.4163,-5.4755,-6.0257,-5.4946,,,
NM_018086,FIGN,2280,-4.4838,-4.9966,-4.6640,-5.9988,-7.3550,-5.8404,,,
NM_006062,SMYD5,1257,-4.7088,-5.2965,-4.8731,-6.2683,-6.2652,-6.0990,,,
NM_198274,SMYD1,1473,-4.6079,-5.1395,-4.7838,-6.2663,-6.3978,-6.0301,,,
NM_002349,LY75,5169,-4.1966,-4.7749,-4.3739,-5.5173,-5.8339,-5.4849,,,
NM_001162407,CLK1,1581,-4.6943,-5.3335,-4.8508,-6.0803,-6.2086,-5.9994,,,
NM_001031738,TMEM150A,816,-4.8799,-5.3638,-5.0845,-6.4637,-6.5702,-6.2866,,,
NM_001616,ACVR2A,1542,-4.7200,-5.2902,-4.8988,-6.1444,-6.2537,-6.0102,,,
NM_001162483,C2orf83,291,-5.7098,-6.2217,-5.8995,-7.5244,-7.3259,-6.7344,,,
NM_152385,C2orf63,1761,-4.7001,-5.3054,-4.8712,-5.9652,-6.3553,-5.9526,,,
NM_198559,C2orf62,1164,-4.6721,-5.1791,-4.8657,-6.3057,-6.2805,-6.1324,,,
NM_173649,C2orf61,534,-5.1246,-5.6490,-5.3120,-6.7297,-6.7502,-6.4708,,,
NM_213608,C2orf66,354,-5.4129,-5.9772,-5.5738,-7.1061,-7.3359,-6.6493,,,
NM_138804,C2orf65,1593,-4.6690,-5.2129,-4.8554,-6.0048,-6.4551,-5.9961,,,
NM_153689,C2orf69,1158,-5.0346,-5.6577,-5.1778,-6.4218,NA,-6.1346,,,
NM_001013649,C2orf68,501,-4.9821,-5.5270,-5.1539,-6.5182,-6.9659,-6.4985,,,
NM_014755,SERTAD2,945,-4.7713,-5.2264,-4.9735,-6.4906,-7.5505,-6.2229,,,
NM_007023,RAPGEF4,3036,-4.3499,-4.9244,-4.5365,-5.6709,-5.8121,-5.7160,,,
NM_012413,QPCT,1086,-4.8033,-5.3598,-4.9875,-6.1051,-6.5700,-6.1625,,,
NM_152524,SGOL2,3798,-4.3964,-4.9873,-4.5524,-5.8276,-6.5126,-5.6188,,,
NM_005253,FOSL2,981,-4.7157,-5.2145,-4.9016,-6.3242,-6.9658,-6.2066,,,
NM_004544,NDUFA10,1068,-4.8153,-5.3708,-4.9975,-6.2315,-6.4215,-6.1697,,,
NM_002830,PTPN4,2781,-4.4514,-5.0711,-4.6296,-5.6601,-5.9194,-5.7541,,,
NM_018256,WDR12,1272,-4.8073,-5.3956,-4.9914,-6.0925,-6.2771,-6.0938,,,
NM_001159,AOX1,4017,-4.2582,-4.8220,-4.4421,-5.6481,-5.7650,-5.5944,,,
NM_017759,INO80D,3084,-4.3652,-4.9097,-4.5336,-5.8138,NA,-5.7092,,,
NM_031288,INO80B,1071,-4.7753,-5.3204,-4.9452,-6.3419,-6.7428,-6.1685,,,
NM_152383,DIS3L2,2658,-4.3567,-4.8749,-4.5471,-5.8715,-6.0405,-5.7738,,,
NM_024785,FAM124B,819,-4.9367,-5.4340,-5.1224,-6.4989,-7.5975,-6.2850,,,
NM_080671,KCNE4,513,-4.9395,-5.3635,-5.1571,-6.8012,-7.6885,-6.4882,,,
NM_012275,IL36RN,468,-5.1127,-5.6192,-5.3107,-6.5769,-6.8654,-6.5281,,,
NM_033030,BOLL,852,-4.9813,-5.5777,-5.1622,-6.4118,-6.2899,-6.2679,,,
NM_152387,KCTD18,1281,-4.6600,-5.2071,-4.8303,-6.1874,-6.6572,-6.0908,,,
NM_001077191,GPBAR1,993,-4.7605,-5.2691,-4.9340,-6.4924,NA,-6.2014,,,
NM_144632,TMEM182,690,-5.0383,-5.5646,-5.2314,-6.4278,-6.7597,-6.3595,,,
NM_003659,AGPS,1977,-4.6808,-5.2858,-4.8574,-6.0201,-6.0874,-5.9023,,,
NM_005018,PDCD1,867,-4.7638,-5.2831,-4.9459,-6.2892,-6.8095,-6.2603,,,
NM_005336,HDLBP,3807,-4.1977,-4.7615,-4.3665,-5.7367,-5.9043,-5.6177,,,
NM_001004311,FIGLA,660,-5.2739,-5.8160,-5.4363,-6.8764,NA,-6.3788,,,
NM_018557,LRP1B,13800,-3.7459,-4.3239,-3.9194,-5.1277,-5.3747,-5.0584,,,
NM_020744,MTA3,1548,-4.7003,-5.2890,-4.8595,-6.0139,NA,-6.0085,,,
NM_002081,GPC1,1677,-4.4689,-4.9532,-4.6595,-6.2242,-6.4964,-5.9738,,,
NM_152384,BBS5,1026,-4.8688,-5.4617,-5.0428,-6.2922,-6.3184,-6.1872,,,
NM_024093,C2orf49,699,-5.0113,-5.5121,-5.2058,-6.5365,-6.8761,-6.3538,,,
NM_182626,C2orf48,480,-5.1333,-5.6246,-5.3449,-6.4603,-7.0481,-6.5171,,,
NM_025203,C2orf44,2166,-4.5906,-5.1335,-4.7573,-6.1420,-7.0510,-5.8627,,,
NM_024520,C2orf47,876,-4.8296,-5.3507,-5.0206,-6.2083,-6.7666,-6.2558,,,
NM_032411,C2orf40,447,-5.1660,-5.7421,-5.3478,-6.3979,-6.9627,-6.5480,,,
NM_021925,C2orf43,978,-4.9165,-5.4911,-5.0975,-6.1773,-6.6514,-6.2080,,,
NM_017880,C2orf42,1725,-4.6206,-5.1987,-4.7874,-6.0044,-6.5094,-5.9615,,,
NM_182521,ZSWIM2,1902,-4.6551,-5.2428,-4.8311,-5.8905,-6.4583,-5.9191,,,
NM_016510,SCLY,1362,-4.5989,-5.1003,-4.7903,-6.2618,-6.3289,-6.0641,,,
NM_145175,FAM84A,879,-4.6693,-5.1234,-4.8753,-6.3679,-6.9586,-6.2543,,,
NM_002371,MAL,462,-5.0865,-5.5419,-5.3007,-6.7758,-6.8777,-6.5337,,,
NM_013434,KCNIP3,771,-4.8533,-5.3330,-5.0592,-6.5683,-6.4473,-6.3113,,,
NM_002437,MPV17,531,-5.1024,-5.6714,-5.2812,-6.5984,-6.5717,-6.4732,,,
NM_058165,MOGAT1,1008,-4.9506,-5.5310,-5.1113,-6.3070,NA,-6.1949,,,
NM_022662,ANAPC1,5835,-4.1218,-4.6986,-4.2975,-5.5300,-5.6689,-5.4323,,,
NM_005805,PSMD14,933,-5.0005,-5.5817,-5.1515,-6.5313,NA,-6.2284,,,
NM_000272,NPHP1,2202,-4.5511,-5.1408,-4.7287,-5.8689,-6.0817,-5.8555,,,
NM_032319,PRADC1,567,-5.0110,-5.5336,-5.2019,-6.4366,-6.8129,-6.4447,,,
NM_001078170,RGPD2,5271,-4.4486,-5.0208,-4.6126,-5.8793,-6.4986,-5.4764,,,
NM_001024457,RGPD1,5247,-4.4485,-5.0208,-4.6126,-5.8793,-6.4986,-5.4784,,,
NM_001123363,RGPD6,5298,-4.1803,-4.7458,-4.3551,-5.5361,-6.0099,-5.4742,,,
NM_005054,RGPD5,5298,-4.1803,-4.7458,-4.3551,-5.5361,-6.0099,-5.4742,,,
NM_152391,PQLC3,609,-4.9808,-5.4788,-5.1778,-6.6916,-6.5869,-6.4137,,,
NM_199482,MOB4,582,-5.1727,-5.8088,-5.3329,-6.6421,-6.5723,-6.4334,,,
NM_015470,RAB11FIP5,1962,-4.4585,-4.9749,-4.6331,-6.1452,-6.7505,-5.9056,,,
NM_001135032,FAM176A,459,-5.0186,-5.5550,-5.1842,-6.7258,-7.3533,-6.5365,,,
NM_022168,IFIH1,3078,-4.4177,-4.9985,-4.5862,-5.8009,-6.1840,-5.7100,,,
NM_024692,CLIP4,2118,-4.5646,-5.1296,-4.7373,-6.0508,-6.2086,-5.8724,,,
NM_004846,EIF4E2,738,-4.9454,-5.5711,-5.1138,-6.2486,-6.4335,-6.3303,,,
NM_005735,ACTR1B,1131,-4.6298,-5.1539,-4.8180,-6.0983,-6.3781,-6.1449,,,
NM_024536,CHPF,2328,-4.2912,-4.8113,-4.4641,-5.9186,-6.8801,-5.8313,,,
NM_032168,WDR75,2493,-4.5362,-5.1005,-4.7212,-5.8909,-6.0676,-5.8016,,,
NM_001206864,STRADB,1134,-4.8752,-5.4590,-5.0495,-6.2969,-6.3698,-6.1437,,,
NM_133329,KCNG3,1311,-4.5948,-5.0840,-4.7786,-6.3221,-7.3544,-6.0807,,,
NM_019845,RPRM,330,-5.0077,-5.4517,-5.2266,-6.8064,-6.7474,-6.6798,,,
NM_001080473,MFSD2B,1494,-4.6476,-5.1304,-4.8345,-6.3439,NA,-6.0240,,,
NM_022648,TNS1,5208,-4.0530,-4.5763,-4.2348,-5.5969,-5.9212,-5.4816,,,
NM_199346,PFN4,390,-5.2868,-5.8836,-5.4651,-6.5415,-6.8778,-6.6072,,,
NM_017727,TMEM214,2070,-4.5687,-5.1194,-4.7550,-5.9571,-6.1561,-5.8823,,,
NM_001099289,SH3RF3,2649,-4.4575,-4.9246,-4.6517,-6.1916,-7.7145,-5.7752,,,
NM_198483,RUFY4,1716,-4.9018,-5.4602,-5.0705,-6.2443,NA,-5.9638,,,
NM_013341,OLA1,1191,-4.8582,-5.4474,-5.0329,-6.3167,-6.2858,-6.1224,,,
NM_004369,COL6A3,9534,-3.7823,-4.2813,-3.9731,-5.3745,-5.6763,-5.2190,,,
NM_014946,SPAST,1851,-4.6006,-5.1620,-4.7793,-6.1197,-6.0974,-5.9309,,,
NM_003590,CUL3,2307,-4.4984,-5.1097,-4.6584,-5.8767,-6.1783,-5.8353,,,
NM_134442,CREB1,1026,-4.8811,-5.4569,-5.0656,-6.1344,-6.5039,-6.1872,,,
NM_022817,PER2,3768,-4.1850,-4.6661,-4.3867,-5.8392,-5.9058,-5.6222,,,
NM_015488,PNKD,1158,-4.7313,-5.3072,-4.8930,-6.3302,-6.4493,-6.1346,,,
NM_002181,IHH,1236,-4.5410,-5.0428,-4.7197,-6.2464,-7.1895,-6.1063,,,
NM_016544,DNAJC27,822,-4.9072,-5.5020,-5.0714,-6.3286,-6.5863,-6.2834,,,
NM_007237,SP140,2604,-4.4727,-5.0306,-4.6605,-5.8788,-5.9342,-5.7827,,,
NM_012344,NTSR2,1233,-4.7254,-5.1950,-4.9244,-6.4138,-6.8892,-6.1073,,,
NM_015893,PRLH,264,-5.2902,-5.8451,-5.4548,-6.8306,-7.6982,-6.7767,,,
NM_000341,SLC3A1,2058,-4.5181,-5.0651,-4.6914,-6.0186,-6.4049,-5.8849,,,
NM_152792,ASPRV1,1032,-4.8144,-5.3072,-4.9990,-6.4603,-7.7951,-6.1846,,,
NM_033046,RTKN,1653,-4.5743,-5.1731,-4.7321,-6.0481,-6.3075,-5.9800,,,
NM_152520,ZNF385B,1416,-4.7087,-5.2519,-4.8858,-6.1988,-6.5211,-6.0472,,,
NM_001195685,LYPD6,516,-5.1368,-5.7306,-5.3240,-6.2682,-6.8856,-6.4857,,,
NM_144586,LYPD1,426,-5.1241,-5.5868,-5.3325,-6.7787,-7.0403,-6.5689,,,
NM_020905,RDH14,1011,-5.1175,-5.6783,-5.2752,-6.7393,-7.7466,-6.1936,,,
NM_001122646,FAM178B,2040,-5.2633,-5.8334,-5.4393,-6.7006,-6.8634,-5.8887,,,
NM_172070,UBR3,5667,-4.5409,-5.1321,-4.7206,-5.7807,-6.1572,-5.4450,,,
NM_006139,CD28,663,-5.0197,-5.5628,-5.1916,-6.6349,-6.8689,-6.3768,,,
NM_182640,MRPS9,1191,-4.7281,-5.2874,-4.9172,-6.0630,-6.2499,-6.1224,,,
NM_031902,MRPS5,1293,-4.7133,-5.2875,-4.8882,-6.1097,-6.3308,-6.0867,,,
NM_032604,ABHD1,1218,-4.7336,-5.2881,-4.9111,-6.1756,-6.4452,-6.1127,,,
NM_032118,WDR54,1005,-4.7660,-5.3014,-4.9561,-6.1561,-6.4396,-6.1961,,,
NM_052952,DIRC1,315,-5.4695,-6.0009,-5.6449,-6.9884,-7.8909,-6.7000,,,
NM_004805,POLR2D,429,-5.2711,-5.9057,-5.4262,-6.6538,-6.8824,-6.5659,,,
NM_012290,TLK1,2301,-4.5210,-5.1054,-4.6993,-5.8880,-6.0076,-5.8364,,,
NM_003468,FZD5,1758,-4.3470,-4.7811,-4.5583,-6.1698,-7.1001,-5.9533,,,
NM_003507,FZD7,1725,-4.3253,-4.7683,-4.5302,-6.1619,-7.6217,-5.9615,,,
NM_001005747,CACNB4,1461,-4.6645,-5.2162,-4.8421,-5.9324,NA,-6.0337,,,
NM_032726,PLCD4,2289,-4.4774,-5.0649,-4.6290,-5.9259,NA,-5.8387,,,
NM_004257,TGFBRAP1,2583,-4.3527,-4.8399,-4.5481,-5.9336,-6.3472,-5.7862,,,
NM_018089,ANKZF1,2181,-4.4464,-5.0563,-4.6091,-5.7355,-6.2758,-5.8597,,,
NM_005633,SOS1,4002,-4.2979,-4.9062,-4.4736,-5.4730,-6.0169,-5.5960,,,
NM_152388,TMEM237,1203,-4.8532,-5.4476,-5.0162,-6.0972,NA,-6.1180,,,
NM_001130849,CAB39,1026,-4.8814,-5.4043,-5.0746,-6.3439,-6.5079,-6.1872,,,
NM_001204108,BCL2L11,519,-5.1198,-5.6641,-5.2989,-6.4862,-7.1516,-6.4831,,,
NM_000877,IL1R1,1710,-4.6706,-5.2351,-4.8437,-6.1093,-6.3953,-5.9653,,,
NM_004718,COX7A2L,345,-5.2665,-5.7752,-5.4732,-6.5867,-7.0567,-6.6605,,,
NM_001098577,RPL31,387,-5.1672,-5.8322,-5.3059,-6.5880,-6.9575,-6.6106,,,
NM_001256090,ATF2,1518,-4.7067,-5.2772,-4.8856,-6.0686,-6.3205,-6.0170,,,
NM_003352,SUMO1,306,-5.4776,-6.0903,-5.6578,-6.9117,-6.7542,-6.7126,,,
NM_020981,B3GALT1,981,-4.8810,-5.4665,-5.0449,-6.1679,-7.6803,-6.2066,,,
NM_006857,SNRNP27,468,-5.0391,-5.8313,-5.1748,-6.1339,-6.6610,-6.5281,,,
NM_015040,PIKFYVE,6297,-4.0847,-4.6839,-4.2588,-5.3399,-5.7253,-5.3992,,,
NM_001198954,RNF103-CHMP3,756,-5.0260,-5.6169,-5.1996,-6.3511,-6.6499,-6.3198,,,
NM_032329,ING5,723,-4.8999,-5.4360,-5.1022,-6.2274,-6.3865,-6.3392,,,
NM_020830,WDFY1,1233,-4.6399,-5.1493,-4.8304,-6.2630,-6.3200,-6.1073,,,
NM_001244710,GFPT1,2100,-4.5378,-5.1845,-4.6936,-5.8527,-6.1119,-5.8761,,,
NM_003385,VSNL1,576,-5.0915,-5.6309,-5.2922,-6.2652,-7.0408,-6.4379,,,
NM_001164315,ANKRD36,5826,-5.1018,-5.5912,-5.2950,-6.7926,-6.9405,-5.4329,,,
NM_014905,GLS,2010,-4.7107,-5.3072,-4.8992,-6.0239,-6.0157,-5.8951,,,
NM_016466,ANKRD39,552,-4.9443,-5.4149,-5.1588,-6.3631,-6.8749,-6.4564,,,
NM_147223,NCOA1,4200,-4.2652,-4.8376,-4.4378,-5.6118,-6.0939,-5.5751,,,
NM_198276,TMEM17,597,-5.0689,-5.6478,-5.2269,-6.7051,-6.8715,-6.4223,,,
NM_152834,TMEM18,423,-5.1388,-5.6211,-5.3563,-6.5725,-6.7370,-6.5720,,,
NM_001177665,RIF1,7341,-4.0711,-4.6476,-4.2389,-5.4901,-5.8425,-5.3326,,,
NM_001252612,ZNF638,5937,-4.1567,-4.7640,-4.3171,-5.5027,-5.9430,-5.4247,,,
NM_001130009,GEN1,2727,-4.5104,-5.1098,-4.6755,-5.8752,-6.1882,-5.7626,,,
NM_001202435,SCN1A,6030,-4.0968,-4.6756,-4.2680,-5.4233,-5.9299,-5.4180,,,
NM_000542,SFTPB,1182,-4.7332,-5.2394,-4.9326,-6.2766,-6.3049,-6.1257,,,
NM_025190,ANKRD36B,4062,-4.4421,-5.0138,-4.6080,-5.7544,NA,-5.5896,,,
NM_014808,FARP2,3165,-4.2804,-4.8167,-4.4652,-5.7512,-5.9492,-5.6979,,,
NM_022336,EDAR,1347,-4.5938,-5.0662,-4.8009,-6.2129,-6.3486,-6.0689,,,
NM_007227,GPR45,1119,-4.5986,-5.0841,-4.7850,-6.2953,-7.5812,-6.1495,,,
NM_001202519,CFLAR,1101,-4.8601,-5.4272,-5.0659,-5.9863,-6.3846,-6.1565,,,
NM_001114636,FANCL,1143,-4.8393,-5.4297,-5.0153,-6.2700,-6.2594,-6.1403,,,
NM_194247,HNRNPA3,1137,-4.8803,-5.5006,-5.0415,-6.2705,-6.4235,-6.1426,,,
NM_001137552,LRRFIP1,2427,-4.4766,-5.0001,-4.6543,-6.0834,-6.4286,-5.8132,,,
NM_005544,IRS1,3729,-4.1412,-4.6687,-4.3092,-5.7722,-7.6799,-5.6267,,,
NM_001161404,LIMS2,1011,-4.7049,-5.2085,-4.8948,-6.3542,-6.4709,-6.1936,,,
NM_033514,LIMS3,354,-5.0871,-5.5704,-5.3048,-6.3706,-7.0502,-6.6493,,,
NM_001193485,LIMS1,1164,-4.7964,-5.3518,-4.9738,-6.2752,-6.4428,-6.1324,,,
NM_002156,HSPD1,1722,-4.6771,-5.2737,-4.8356,-6.1866,-6.3573,-5.9623,,,
NM_006554,MTX2,792,-5.0274,-5.6096,-5.2107,-6.4520,-6.4029,-6.2996,,,
NM_005400,PRKCE,2214,-4.3794,-4.8943,-4.5652,-5.9458,-6.2017,-5.8531,,,
NM_001017920,DAPL1,324,-5.4738,-6.0252,-5.6708,-6.8072,-6.9472,-6.6878,,,
NM_032472,PPIL3,498,-5.3248,-5.9048,-5.5088,-6.7167,-6.7496,-6.5011,,,
NM_002712,PPP1R7,1083,-4.7185,-5.2401,-4.9070,-6.2534,-6.3959,-6.1637,,,
NM_019044,CCDC93,1896,-4.5607,-5.1729,-4.7389,-5.8465,-5.9610,-5.9205,,,
NM_002285,AFF3,3681,-4.1891,-4.6668,-4.3944,-5.7498,-5.9864,-5.6323,,,
NM_001486,GCKR,1878,-4.5595,-5.1229,-4.7417,-5.9632,-6.0920,-5.9246,,,
NM_080678,UBE2F,558,-5.0563,-5.6128,-5.2372,-6.7773,-6.4453,-6.4517,,,
NM_001204830,LIPT1,1122,-4.9146,-5.4991,-5.0681,-6.3801,-7.8109,-6.1483,,,
NM_020143,PNO1,759,-4.9319,-5.5016,-5.1121,-6.2747,-6.5726,-6.3181,,,
NM_001079530,CFC1B,672,-4.8932,-5.3713,-5.0921,-6.5485,-6.8225,-6.3709,,,
NM_001032392,PLGLB1,291,-5.5298,-6.1142,-5.7048,-6.9728,-7.0489,-6.7344,,,
NM_002665,PLGLB2,291,-5.5298,-6.1142,-5.7048,-6.9728,-7.0489,-6.7344,,,
NM_016252,BIRC6,14574,-3.7844,-4.3534,-3.9465,-5.1667,NA,-5.0347,,,
NM_183240,TMEM37,573,-4.9956,-5.4866,-5.1796,-6.7446,-7.7009,-6.4402,,,
NM_001199087,NT5C1B,1884,-4.4673,-4.9938,-4.6446,-6.0505,-6.4237,-5.9232,,,
NM_006236,POU3F3,1503,-4.6674,-5.0923,-4.8825,-6.5476,-7.7863,-6.0214,,,
NM_016441,CRIM1,3111,-4.2743,-4.7986,-4.4566,-5.7958,-6.1519,-5.7054,,,
NM_001080391,SP100,2658,-4.4643,-5.0309,-4.6539,-5.8382,-5.8647,-5.7738,,,
NM_006569,CGREF1,957,-4.9459,-5.4524,-5.1384,-6.4914,-6.7396,-6.2174,,,
NM_004939,DDX1,2223,-4.5787,-5.1521,-4.7603,-6.0586,-5.9675,-5.8514,,,
NM_006922,SCN3A,6003,-4.1196,-4.7062,-4.2844,-5.5133,-5.9110,-5.4199,,,
NM_015049,TRAK2,2745,-4.4513,-5.0545,-4.6233,-5.6985,-6.1365,-5.7598,,,
NM_014607,UBXN4,1527,-4.6876,-5.2407,-4.8727,-6.0811,-6.2772,-6.0145,,,
NM_178120,DLX1,768,-4.7780,-5.2234,-4.9963,-6.3005,-7.0452,-6.3130,,,
NM_004405,DLX2,987,-4.7060,-5.1381,-4.9246,-6.3909,-7.0609,-6.2040,,,
NM_007115,TNFAIP6,834,-4.9572,-5.5145,-5.1390,-6.3260,-6.6480,-6.2771,,,
NM_013392,NRBP1,1608,-4.6515,-5.2159,-4.8377,-6.1430,-6.0195,-5.9920,,,
NM_138395,MARS2,1782,-4.4600,-4.9620,-4.6486,-5.8981,-7.9544,-5.9474,,,
NM_138458,WDR92,1074,-4.7965,-5.3427,-4.9788,-6.2199,-6.5065,-6.1673,,,
NM_080916,DGUOK,834,-4.8919,-5.4386,-5.0822,-6.2010,-6.5817,-6.2771,,,
NM_207315,CMPK2,1350,-5.0316,-5.5763,-5.2064,-6.6015,-6.8107,-6.0680,,,
NM_144629,RFTN2,1506,-4.7218,-5.2603,-4.9049,-6.1536,-6.5017,-6.0205,,,
NM_024744,ALS2CR8,2178,-4.5906,-5.1855,-4.7525,-6.0606,-6.2429,-5.8603,,,
NM_001128928,INPP1,1200,-4.8136,-5.3800,-4.9814,-6.2569,-6.7431,-6.1191,,,
